request_id,user_id,timestamp,page_name,action,page_load_times
384c270e-ff4a-45fb-9970-891a6196f591,1522,2024-07-04 07:22:18,Product Catalog,click,3.396379582723423
5c93b164-83e7-468a-98fc-936d16e09d66,1008,2024-10-08 15:26:31,Home,click,3.7783549412023554
8261c165-a89b-4e2d-88e3-27d60c5d7299,1455,2024-05-03 07:53:04,Home,view,4.498631512622965
eb97b5c4-a94d-412b-baa8-a5279faf5a3c,1783,2024-01-21 09:17:23,Home,view,4.659810113426402
e7888a2b-d1e0-49a7-9f9a-0c729c963360,152,2024-05-05 20:38:00,Home,view,2.9285521809533144
657aaae2-f533-49a9-af33-bb107d10608c,353,2024-01-17 06:02:25,Home,click,2.870622324105853
fb7da85d-b05c-447a-88ed-8c5b2e9cbeea,1962,2024-07-24 10:01:18,Product Catalog,click,2.5894483328366533
fd6205bc-4c5d-4497-bdfe-5fe608a208fe,462,2024-11-11 07:25:48,Home,click,3.3647244192396775
fc0c496f-f296-4fe1-b940-c0be753fe9d8,1847,2024-06-08 04:33:56,Home,view,3.8127508136103847
bfda0b7c-26d1-41a4-ab6c-08af5535f699,1891,2024-04-11 05:09:15,Home,view,3.8911210626492236
41e94728-4402-4a08-b0b0-707a76b89727,892,2024-06-20 15:20:51,Home,click,3.1336878025175086
c3b78ae5-0f98-48b7-bc3d-4cc4c7f0e1e0,1310,2024-10-28 17:47:13,Home,click,2.8961018332591246
b490e729-328e-428c-b95d-23a3b3b3dcf4,300,2024-04-04 21:50:16,Home,click,2.205107819377176
488f240d-1a1a-4d99-8c6a-a867ee39534c,1557,2024-03-11 11:30:52,Home,view,3.8955247274396196
bd8c213b-7be9-46b9-b8a8-75895b4ecbd5,846,2024-04-17 21:34:37,Home,click,3.497261376578417
f4924c8d-ddcd-49ba-b59c-5690ef8ca4a1,749,2024-05-31 09:08:44,Product Catalog,click,2.4048653467967904
c18c51c5-a79d-4ba7-b6fb-a98541b4282d,808,2024-09-12 03:34:09,Home,view,1.3080357031040026
59fafa5a-4052-4b41-926d-5f8e418fa138,1472,2024-09-10 06:50:29,Home,view,3.649549965817524
b5da739b-7e3a-4314-a649-261403a67931,1115,2024-04-13 02:02:03,Product Catalog,click,4.319197891242732
2c17636f-06dd-4db7-b774-51dd829092b1,414,2024-08-07 08:59:10,Home,click,1.8529154936494234
002d0783-6140-4524-a29f-79f422c502fd,497,2024-11-20 12:08:35,Home,click,3.754194441878893
2baa6a22-aeab-4447-adf9-95b0441e9b30,1465,2024-08-20 00:34:09,Home,view,1.9777608888962646
d6d3f999-e5b1-4e67-a733-a6e92e360699,447,2024-06-22 04:04:43,Product Catalog,click,4.739576992156515
0590e91d-01a9-4184-9581-191dc5c7b432,1711,2024-11-20 06:07:07,Product Catalog,click,2.126001055300894
949af36e-908c-4560-a496-3684e898b6cd,1286,2024-08-29 03:49:08,Home,view,3.540547249471003
1aaf4ff8-370c-4656-9171-e62aea7f7e08,1654,2024-06-24 03:52:11,Home,click,2.8387404952871096
19867537-6f58-4d30-9b6b-df840c553448,1174,2024-10-24 20:53:40,Home,click,3.1398976331097184
f03fde96-36ce-46cb-8799-477dd9c9862d,556,2024-08-25 17:20:04,Home,click,3.015456597321573
92d9c71f-1dfe-41c2-a645-acf13a5f264b,1240,2024-08-30 23:41:16,Home,view,3.177306374520745
96b34cc0-7bed-430a-a8f0-9bde2706f90f,23,2024-08-25 16:19:04,Home,view,1.6692944464343962
2c7fb7a4-267e-4319-b20e-109b976a96e1,1645,2024-01-13 20:48:11,Home,view,4.232956475160812
f1c89b72-68c3-40a0-b3c1-84592c44b509,286,2024-05-23 10:54:35,Home,click,2.8925741284954807
3c1a4523-c8c3-474e-8d5e-833c627db4be,1999,2024-08-18 19:01:03,Home,view,2.25811620419617
a83827c6-fae2-4834-b2fa-ffe7e1454d93,1598,2024-12-01 17:13:03,Product Catalog,click,2.937708073890647
d4d1b63b-590c-4ae9-80ee-6224e52f1c56,1561,2024-01-11 00:51:30,Home,click,4.701126489588884
d6d2de38-f2d7-4a06-949e-3117a601c0fe,553,2024-11-13 13:04:00,Home,click,4.423579440568401
06e4104f-bf2d-41c1-8d70-7a72c11865a1,1777,2024-11-05 23:24:10,Home,click,2.4406616882914984
98a83507-6460-4319-bc29-3c2d8dc323ec,1697,2024-01-31 23:15:36,Home,view,2.644812859011048
c024759f-17af-4ff5-bbff-62e04437d826,1,2024-11-21 08:04:54,Home,view,2.6791544178238933
a6603f9b-28d3-4331-9807-8d3942c40054,836,2024-04-15 17:28:36,Home,click,2.7208041917871397
fa910d7d-fb42-4138-af98-897c93a911d3,210,2024-07-08 14:16:32,Home,view,4.343868149046471
61244fd8-ee74-44bf-af63-bf4c06eee446,717,2024-08-21 06:45:46,Home,click,3.676054970822762
0d1d840f-86cd-410f-a8f8-c81a5a3dbe4c,1911,2024-11-20 08:13:01,Home,click,3.7154118437432437
924137f6-b341-4a88-bd8e-880f3d64b54e,1330,2024-02-01 09:20:13,Product Catalog,click,2.8643922123925183
845a8d3c-1d91-4a5f-979c-b79a5b4a5dab,226,2024-05-07 10:10:50,Home,click,4.174559443267751
faa60fc0-9487-43c6-9807-4bf9e66ae17d,740,2024-02-06 07:12:12,Home,click,2.714964937357309
bae21e8f-b522-4b99-8aec-4ceea9583847,1977,2024-07-22 01:37:11,Home,view,2.66421634660085
b9862215-cec2-48b2-b31c-f6fbc16fecbe,1477,2024-03-27 16:40:05,Home,view,3.4575954331808254
378b26ba-d59b-4e5a-8541-c3f9b2e0bf4a,952,2024-02-25 16:17:14,Home,click,2.0789733450510086
f3ca7f67-0706-4648-abca-f2cc0ac89606,620,2024-05-26 01:13:56,Home,click,2.225832563086967
18bef7f5-a2f8-489e-87ab-ab63fd29f873,1410,2024-01-12 07:13:12,Home,click,1.693327902861621
06ff1c1d-8410-4494-9f59-77c6c6a5c011,143,2024-08-01 13:14:08,Home,click,3.555967953044086
6c2e3b8e-c62c-4780-b7de-b219d7f9279b,1713,2024-11-23 12:25:22,Home,view,2.362329808366207
0915a0a6-cd2d-4c0c-9185-ccc69c9b8aaf,797,2024-11-11 14:41:25,Home,click,1.3585703757019982
f8e8cfcf-cbb7-4b25-a06a-520cfa18e2f8,1800,2024-08-15 17:17:41,Product Catalog,click,4.282685698581835
e8897868-2259-4d44-a03c-fef9ddb47bff,643,2024-09-18 09:00:44,Product Catalog,view,2.6829924351404375
03bde5c1-8246-42dd-b145-624a0b76d57f,490,2024-04-27 05:35:54,Home,view,3.1928503864682662
c78de55f-1c32-478d-a274-bc00574cd429,637,2024-10-10 05:16:59,Home,click,2.7160666237315816
3ebe5a92-c975-4d5b-906d-fbb94f2f65dd,1978,2024-05-13 11:49:08,Home,view,5.270364326579934
70812157-9ae1-46b6-a679-4580521c8401,1379,2024-08-12 22:28:10,Home,view,2.026685743965862
24fdc336-2fa7-4e63-9c6e-0f46c3cc07e6,1463,2024-10-05 08:12:57,Home,click,3.382913198459698
c1703af9-9b03-439b-b6ed-383da04a648e,1657,2024-05-13 21:13:13,Home,click,3.0002171275474834
37cc123b-2fcf-4f31-bf2f-06c092cc4fce,752,2024-06-08 16:53:13,Home,view,1.394214590228018
99c7c6d0-7c3f-4047-80ed-a4f1ce36d585,923,2024-06-08 20:50:26,Home,view,3.2173804614872847
9d3af85d-433d-4230-a20a-097acdb13e97,314,2024-11-11 00:14:55,Home,view,4.314365722543903
9c1dc558-8cb0-4aa8-a6ea-355cb46586f0,33,2024-07-09 05:20:11,Home,click,2.3717597765124747
9c5a2641-f381-48df-9cda-8092de7f2570,1583,2024-05-08 11:32:12,Home,click,2.8253912133747296
2756b506-f11b-4105-b670-ad82623b1a2c,236,2024-03-19 22:20:21,Product Catalog,click,3.5094025321955993
356205fd-f377-46b3-b028-a73f4e3211b0,18,2024-03-24 19:20:40,Home,click,1.3621406338766717
f268aa03-31d4-492b-9f75-64b952ff81df,1111,2024-07-28 23:05:10,Home,click,3.5905997337978253
8973b207-fbd9-4f86-9b02-a512afbae2b7,139,2024-04-27 06:31:37,Home,view,3.838036226522118
2e333072-ebca-474e-9276-e17e8a3f72f0,1004,2024-06-21 00:31:41,Home,click,2.0905492999232824
2f4d03ab-ab3e-4108-8acd-a88f0e5d60a7,1581,2024-04-25 05:46:22,Product Catalog,view,3.638284231078874
9448a855-a947-43dd-ad27-716b8e3ce7d7,7,2024-07-17 04:46:19,Home,click,2.919985945871763
d3c04b3a-ce69-4cfe-9fb2-0be647787853,541,2024-09-25 08:31:45,Home,view,1.9785368152966114
6204e554-4796-412f-a01f-8f651aafeec8,1648,2024-11-16 09:24:33,Home,view,2.895542115635669
da31a0fb-7d0b-408c-b0b4-3c95ee1b3705,218,2024-11-22 08:36:50,Home,view,5.534190511767832
d72b3466-d457-4991-abbe-b2c36a49047b,698,2024-01-01 04:35:12,Home,view,3.4413192927548844
55bdc7bb-569a-42e4-9de2-48c205f440f9,1310,2024-01-10 08:27:05,Home,view,3.024504006090602
afd6d35d-6b8b-4d31-8744-a976d66d16d7,988,2024-12-11 05:39:16,Home,click,2.8768260669060393
0eb8ddf6-0d69-4d5f-a1e5-006d2fae8059,467,2024-12-04 16:56:55,Home,view,5.371906017857345
9bde306e-8575-435f-b62b-e73f3d9adf34,1187,2024-02-24 14:04:59,Home,click,3.0167671530016804
83e5a737-eecf-4b24-afb6-56d35a0acb22,1853,2024-07-28 06:28:24,Home,click,3.0420500077441215
d278c085-f599-466f-97af-208824a130e2,1661,2024-11-07 23:29:40,Home,view,1.69723113303253
f3e94091-b6ab-4c67-909f-c14f65dfb50d,1867,2024-08-13 04:52:15,Home,click,1.7934099789008477
5490e3c4-a91c-413a-8cd3-a188e1f71ab1,542,2024-05-11 03:12:37,Home,view,1.2654887333205465
af3c69e1-61a1-4c5f-8da8-6a691e59cce8,196,2024-12-24 07:38:26,Home,view,2.469696015759666
adb5684b-059e-418b-8563-54380fa1da2e,1557,2024-03-04 21:53:39,Home,click,2.9714599489564506
b7c313b5-327d-4252-acc1-5767567d7c6b,1965,2024-10-14 06:24:10,Home,click,2.396705118681275
e7ee02a0-ddaa-4ce5-9dc5-59e602cfb14d,1403,2024-05-26 10:29:47,Home,view,2.21072747007595
4ccba8b4-066c-4646-b589-b3300dce154e,672,2024-11-18 15:53:38,Home,click,2.7821626718725767
fc54c7f6-ab22-475c-8680-8136e2ae1516,303,2024-03-11 02:14:04,Home,click,2.536277620428445
8a7a8a23-6ffb-4656-b93d-0191624bc1e8,512,2024-09-03 06:55:59,Home,view,2.886885863084501
cfd1c2c6-56a6-42de-8593-7fa8179a9eaf,1570,2024-11-06 07:47:49,Home,click,2.6664610138263085
bed2f5a9-6a06-40da-8432-34b20fb4f1b3,752,2024-09-03 20:52:38,Home,click,2.506018389880018
d39dfffb-7434-429b-a1d2-5934d518248f,185,2024-06-04 17:49:54,Home,view,3.830605704065054
1b3c03a0-9e73-433e-b855-17a4ec20b1e1,1826,2024-05-26 17:31:39,Home,view,3.0461322709076266
de6da1eb-f31c-4bc6-aabd-e125f8b6e3ce,1365,2024-11-04 19:54:34,Home,view,2.0771894851787787
690e3fbb-46b2-420c-8bf8-1f88c8b66b37,1055,2024-06-02 12:41:31,Home,view,3.7379773162601846
0e671813-6c41-4d29-a609-27d0d3a7c0c4,1497,2024-03-29 23:04:04,Home,view,3.0072835972671217
86101dcd-4944-4c7f-bc43-576e977dd57b,1762,2024-02-20 06:22:11,Home,view,1.301406528732482
f38c5a60-5338-44a9-807e-71fd45911111,869,2024-08-14 05:02:58,Home,click,2.2910383535729792
570733cd-d526-453b-bdf2-c427e073887b,1038,2024-02-23 11:34:08,Product Catalog,view,2.354452728269848
2bdc14e1-5222-473a-ad59-3930051352f4,517,2024-08-15 10:56:35,Home,click,2.5967186175621917
7647d90e-cb87-4b26-87d5-4188808c64e8,784,2024-08-02 18:08:08,Product Catalog,click,3.3727436283637267
bac58cac-9b71-4dc5-abc9-43d3e490181e,1241,2024-04-25 18:07:29,Home,click,2.530866607420279
0a4678ea-ca48-43b0-b87d-a8d5f8e5d5f1,630,2024-08-03 09:57:22,Home,click,3.4561730939235598
4cffa1f2-daa5-483a-b220-edc67a58698a,128,2024-03-18 22:13:31,Home,view,3.397457199085719
542d30a9-6088-4a46-8bc7-9c50992f5224,424,2024-12-01 08:24:48,Product Catalog,view,2.4861198230628987
740f2afd-b539-4679-ac9b-5aeb5c645d13,190,2024-04-29 00:52:00,Home,click,4.343749908298337
147ff113-8da1-4578-b0ad-0cc01aea140d,1007,2024-06-23 05:26:35,Home,click,3.2928927371613326
5362e864-98a9-46e2-8f02-b23fe5cca0a0,650,2024-01-04 02:15:18,Home,view,3.728639853932349
2510b06a-1aa8-4720-b086-dcc918abc66f,649,2024-04-16 17:51:45,Home,view,3.1766251312981533
e174c85f-b475-4359-8857-a5a3b775708f,1413,2024-05-24 11:42:58,Home,view,2.9062198312997896
f1d29169-5391-4cd2-8d95-872ed3d23fb4,30,2024-11-04 22:14:18,Home,view,2.8274036833233933
45488110-8793-42f0-a217-728ffd848c74,1561,2024-08-23 21:26:14,Home,view,3.6414405774461316
a1cca18b-a031-4c8f-a990-916af26b38b1,148,2024-06-28 03:28:30,Product Catalog,view,2.0817178331672284
04d7717b-ea3d-4884-87c8-e77e69247dd0,1626,2024-07-03 23:16:56,Home,view,2.1081816970836873
4d83421f-281d-4791-8651-2e23c732effd,1633,2024-10-27 19:47:04,Home,view,3.6820849818299757
63c6795d-4df7-4674-bb4d-b9a8658ff844,1033,2024-04-16 02:25:03,Home,view,3.4548322129203464
02060f17-22b3-4839-b431-381ad72670d6,1080,2024-06-22 03:48:37,Home,click,2.023807498894232
e74bf669-0612-4c9a-9986-90550445bf21,1442,2024-08-13 11:32:15,Home,view,3.2490023570869084
0adb6fc6-3add-4061-b7d4-d25de1a1f737,1951,2024-09-01 06:23:31,Home,view,3.500356894674669
7d6e8e6e-86fd-45e8-a26a-8021fea36cf6,1185,2024-11-07 21:08:30,Product Catalog,view,2.756185217015412
61168abc-851c-4b42-bd45-c3e1c17665f4,697,2024-10-28 06:37:39,Home,click,4.085895692846879
6d37b9bd-e44b-4dcb-a4d5-1d1f4f8d63ea,1350,2024-03-23 19:48:39,Home,click,2.1203643072240728
5fad7a62-b07c-4008-be9a-7ab5148b96a2,78,2024-09-24 19:00:49,Home,view,3.1133023111756124
448a43b3-af1e-42e8-b6e1-1c511485f5e5,444,2024-12-22 16:57:38,Home,click,2.863054017066569
0cd25183-73d5-43bc-956a-e46dae80e22c,421,2024-10-01 17:07:27,Home,click,2.999152358120846
81902b58-0a0b-4d9a-a448-45a18315a919,388,2024-11-17 01:19:52,Home,click,3.2070382645170348
7a61129a-82d3-4b51-9ba7-11a511f17b12,632,2024-06-21 11:25:37,Home,view,3.3304236425469904
29b1819f-0643-48ff-b66f-b39c35102658,740,2024-07-18 18:50:12,Product Catalog,click,3.772790884330815
343196be-ba3e-4a9e-b843-7e65099ccc9d,1549,2024-12-15 09:10:46,Home,view,3.1105942460827705
895a4ee4-9a94-40ba-8ce4-b9d30bc4cf77,1719,2024-01-13 11:50:32,Home,view,3.5884766637402277
56376d6f-bb41-48d2-b381-397980335036,1732,2024-07-31 13:30:30,Home,view,3.8750440162876196
18a472c5-e39b-4c0d-b080-e364956e9214,1890,2024-02-08 11:41:43,Home,view,2.405937675695922
1e0b2371-591a-4641-908d-9024bc1ad19e,257,2024-06-03 09:13:39,Home,view,2.3233552881975803
1e9c4c12-d05b-4a38-b1e1-dbf5e0babd97,1647,2024-09-04 21:15:36,Home,click,4.534310415692558
79ab5ad1-c226-43e7-a1c0-24ddbe6c82ca,1961,2024-08-31 08:53:20,Home,view,2.9357279126286713
13825972-22cd-4c77-9299-4993f9e234cf,1812,2024-06-09 16:42:42,Home,view,3.4064523134894196
2ddedc91-0df3-465e-b454-39199c960754,397,2024-04-09 12:18:00,Home,click,2.4339031071180224
ad68e9c6-4c21-4bce-a45f-1ae89c9dbe0f,887,2024-06-08 19:46:56,Home,click,1.865638080787741
813e4491-732c-401f-9e92-a7dfda9e1a19,1165,2024-06-08 02:31:24,Home,click,2.8237721469068395
0494c48b-e20d-4f99-a3e1-130becf161cf,801,2024-10-26 04:49:09,Home,view,3.958570636039306
c508a5d6-e4e9-4f16-bcf3-4abba9b11b00,1653,2024-01-02 13:51:39,Product Catalog,view,2.5881451579827637
45e4be06-74c3-43d5-8ef1-38706998c04c,1404,2024-12-17 16:20:47,Home,click,2.95255615722534
e58ba01d-df49-4609-8fd2-cc110480cb08,512,2024-07-30 11:08:18,Home,view,2.2807385949821133
000e48e3-bde2-4755-a916-4c20ebe78fc0,50,2024-10-17 22:19:58,Home,click,3.232342909511014
addb8807-95dc-45a0-b55e-83e7d6035ccc,527,2024-01-23 16:00:37,Home,click,2.540318163226794
b2848848-0e38-4aac-aa9c-75604b4d6f28,140,2024-02-29 08:13:55,Home,click,1.9317573692889427
0bc1d485-1042-449c-ba35-b1db9a9e0ca8,506,2024-04-20 13:19:44,Home,view,3.1546310090587726
309cf3df-7c0a-4cb3-bc8c-3ff6951ff789,568,2024-11-01 16:11:50,Home,click,4.049384112702176
ffd66f6a-deb0-44a2-be43-8fbd4b0c637f,477,2024-11-23 11:33:01,Home,view,3.2484366274026915
8d6c768d-39e2-470a-be79-6570ca4e92ce,501,2024-12-24 16:37:32,Home,view,3.3769598533257783
5f549d52-45ab-44e8-8f49-edd04e338335,1065,2024-11-03 08:25:16,Home,click,3.883178138429872
1ad21ae1-7195-4420-91d3-d217b38f0a57,1826,2024-07-03 03:52:49,Home,click,3.4106775432576466
e2fa41f8-b4df-4d0f-9694-d4ad85f2592d,1216,2024-04-08 20:41:49,Home,click,3.7952480796621577
ce778d20-28e0-4005-a5d7-c17b1b4180cc,608,2024-04-10 09:13:06,Home,view,1.1193397488770889
b32386fa-a64d-4c89-927d-b6efe13d8f30,1159,2024-10-10 23:55:30,Home,click,2.3515572039393806
0d438e20-7ccf-46d8-acf5-2e80a82e0de6,448,2024-09-14 06:19:45,Home,click,1.3866294956568883
1a1c10a4-a83f-4908-b89b-006bedaece32,1848,2024-06-26 13:12:12,Home,view,3.805607270830407
86ccea46-dac5-4357-bec0-105d2b30db48,250,2024-03-05 08:08:27,Home,view,2.930107240181833
5e5af024-dc21-41f5-909d-c3c635905497,1746,2024-04-13 21:24:28,Cart,view,3.164611545880824
40291127-f657-48cc-b5f5-6c56da8d1a08,7,2024-04-07 07:30:49,Home,view,4.437209003601952
4426cda8-6417-47c1-a4f7-5e0157f40376,1920,2024-04-13 07:39:52,Home,view,1.9974634664285849
c990662e-abe6-4553-95dd-5fd83106a7de,740,2024-04-09 14:08:31,Cart,click,2.8041489441837966
bba747df-2b2c-458e-b905-bdb2d56a4a0c,542,2024-05-09 05:34:14,Home,view,1.3589174144076968
d0370b1a-d2f2-46b0-887a-dc9d93cb4ebc,1727,2024-03-02 19:05:55,Home,view,3.568117917559134
28fd6e22-cbc8-4487-90de-18c56f05d17e,449,2024-05-26 12:35:36,Product Catalog,view,1.9930228048654808
5c7543cd-931f-4b0d-ae17-4b9d294f0d6c,243,2024-02-12 06:50:43,Home,click,2.9672902460185417
f406e4fe-3302-402a-819e-8071b1958364,1056,2024-12-24 12:58:55,Home,click,3.354810950686253
099852ec-ee9e-472c-8b72-755f5e6720b4,1614,2024-09-27 14:15:07,Home,view,4.509511801885981
71cc8284-c175-4ecb-8ec3-c9ae8c6d29f8,129,2024-03-13 22:08:10,Home,click,4.037091478233009
13a1a0e2-dcae-4b15-bf63-239e30b185cb,1861,2024-09-15 17:33:06,Home,view,3.848815058821767
9793649e-4463-42db-884f-818526688bd6,1445,2024-05-14 19:51:16,Product Catalog,view,3.034109241126339
216d579a-5e4b-45ad-86ee-deab12173626,105,2024-04-20 04:55:23,Home,click,4.851182710382812
b5148c4d-aa30-4a19-adfa-6c4841a2d962,809,2024-05-03 06:48:45,Product Catalog,view,3.9555487218873475
a98e4a0b-45f6-4f39-af54-940f27ac4c22,993,2024-03-04 10:27:12,Home,click,0.5652763579275093
c18a0868-ba56-401a-9565-61010bf9a952,507,2024-04-25 02:37:13,Product Catalog,click,4.784508279758396
aa29166d-7d9a-4fce-bd9c-f2d5a6b3caf7,1072,2024-11-30 13:29:04,Home,view,4.845277796838023
6dab99ca-f2db-49ce-8039-f0ac8cc0bf54,1713,2024-01-10 15:43:41,Home,view,4.829120815830188
0f3904e3-4a28-48fa-bcbf-d60d30d74955,989,2024-12-28 02:13:20,Home,view,3.9540009429821463
3fd94b1e-b98f-4306-ba24-2fa1506a8a12,1976,2024-01-21 12:07:53,Home,click,2.029735710641743
2200315f-3859-430e-9082-b7863191460f,1200,2024-03-08 18:46:47,Home,view,1.980503026541363
27fcdda8-3ae2-4ddd-bb83-d80da3c6342b,1863,2024-06-22 07:10:09,Product Catalog,click,2.78307682222357
abdb8845-f535-4b4a-bf00-d066f4276427,854,2024-09-18 04:15:46,Home,click,4.355729508301909
9b26bbad-fdb7-4a70-9349-fe896953ab36,1480,2024-05-11 04:29:09,Home,click,2.98613397643265
4c5edfd1-c75d-4905-a575-c40a8e1bf2a9,929,2024-10-14 11:59:39,Home,view,2.3964111705174655
4437eb4c-34c4-4cce-ad30-1f04f9c7c0b7,742,2024-05-25 04:16:03,Home,view,2.657734212772984
f4c93bf6-d3b6-4256-bb96-a97588d756d8,1113,2024-08-03 12:27:39,Product Catalog,click,4.250736349323008
30387c2f-12be-47a3-924f-173d7a86fd21,1006,2024-01-19 03:07:28,Home,click,1.4817298846233022
5ab9bc2d-b11c-4fa6-92bc-94172e941792,1486,2024-09-26 14:54:50,Home,click,3.9606590738897514
78c451f0-52e6-4a41-b3ec-24e089dfb0d5,324,2024-07-14 22:40:29,Home,click,1.396729027667586
263f3953-cf97-4866-95be-01e2c57748a8,1753,2024-07-13 11:28:21,Home,view,3.4671350460116392
38e77f45-8647-42d2-ab75-1b4f662686fa,975,2024-12-10 18:44:52,Home,click,3.048020325629131
46e25045-9e8e-4642-8d69-71af4043edff,1576,2024-04-23 08:51:28,Home,click,3.303715368411764
233fb4f8-201d-431c-a0f3-a1b37f1fbb3b,827,2024-11-22 20:41:17,Home,click,3.8985692423484686
6dc4fdf9-df0d-4dbc-9957-29523ff9d72d,701,2024-05-07 05:05:14,Home,view,3.52991450860364
97939e55-a6e7-4bfa-8421-c06573f76a77,1689,2024-09-01 04:08:42,Home,click,4.000158585496868
73dff8ed-2ae2-4f7c-9ffd-d8e51c0c2f4d,1904,2024-11-23 03:05:18,Home,click,1.937676099266152
91f134b1-d869-4d68-a5da-71394bb8ab13,1912,2024-05-16 02:19:27,Home,view,4.047497304864484
7707b1c7-f927-472f-aceb-e02f5ca90cd8,51,2024-06-05 23:58:14,Product Catalog,click,2.140675936393361
04d1b0f0-dd0e-4975-9a6a-28d690ff4e6e,1488,2024-10-27 07:32:40,Product Catalog,click,2.8752415267438165
ec43082b-e217-4b6c-9be3-7e2c6b130764,850,2024-08-26 20:44:06,Home,click,2.5225484771237046
1561eca8-b0fc-4088-bbaa-8f5b2b1aab82,1799,2024-12-08 13:18:40,Home,view,3.196403060678266
e6a56584-6942-4abe-b6bc-f72a199438ab,469,2024-12-18 04:52:52,Home,click,2.1554037440122102
b001125d-5294-4c60-9968-5f10e1d7dc8d,1123,2024-09-27 07:06:48,Home,view,2.6125614487557236
590e0738-a504-4d4e-98b4-29b592a005d1,1840,2024-09-27 11:35:38,Product Catalog,click,3.444586113318652
181ed5dc-bc52-422f-b5c3-229c61abb37b,1513,2024-03-06 07:50:22,Product Catalog,view,5.325664520872818
762a85df-1674-4812-8afb-da65d51ef224,1130,2024-05-19 21:17:31,Home,click,3.5235499862825215
