order_id,date,store_id,item_id,account_id,quantity,discount,status
1039,2023-06-02,2,8,2,23.428837395527655,20.0,Shipped
1040,2023-04-20,2,4,6,54.0,22.0,Shipped
1041,2023-06-03,3,4,2,103.70174716390022,21.0,Shipped
1042,2024-06-28,4,5,6,73.81463154734405,24.0,Shipped
1043,2023-12-26,9,3,5,11.547435695488756,18.0,Shipped
1044,2023-03-16,3,9,6,11.0,27.0,Shipped
1045,2023-08-16,6,2,5,65.4777926217017,21.0,Shipped
1046,2024-01-07,9,4,5,76.62509305863918,12.0,Shipped
1047,2024-07-17,6,9,8,82.98449511449887,16.0,Shipped
1048,2023-03-12,5,5,2,40.0,18.0,Shipped
1049,2023-01-01,10,10,9,7.903542987072727,17.0,Shipped
1050,2023-02-14,5,1,4,97.47517353588779,18.0,Shipped
1051,2024-07-02,3,9,10,55.09359738772767,26.0,Shipped
1052,2023-04-18,4,9,6,93.0,19.0,Shipped
1053,2024-08-04,9,7,8,72.50851765029721,23.0,Shipped
1054,2023-01-13,2,10,6,59.59111011174354,25.0,Shipped
1055,2023-05-06,5,10,2,99.0,30.0,Shipped
1056,2023-06-01,10,1,4,32.79440698357585,30.0,Shipped
1057,2024-12-26,4,8,1,99.73679750530002,21.0,Shipped
1058,2024-07-26,10,8,8,103.68379151390097,20.0,Shipped
1059,2023-07-11,7,9,8,44.809181884110004,18.0,Shipped
1060,2024-04-08,1,7,1,93.0,21.0,Pending
1061,2024-11-21,6,10,2,40.0,24.0,Pending
1062,2024-09-12,9,4,8,74.0,16.0,Shipped
1063,2023-08-06,9,7,6,108.911859010426,17.0,Shipped
1064,2024-04-02,4,10,10,91.0,15.0,Shipped
1065,2023-09-05,6,3,1,74.0,18.0,Shipped
1066,2024-09-05,3,8,1,18.0,25.0,Shipped
1067,2023-12-19,10,1,9,89.80363185115604,15.0,Shipped
1068,2023-04-14,2,6,3,86.0,19.0,Shipped
1069,2024-05-02,10,7,5,76.0,14.0,Shipped
1070,2023-01-29,1,5,9,55.91257616785861,21.0,Shipped
1071,2024-12-05,1,5,8,34.04239746726049,18.0,Shipped
1072,2023-08-06,1,9,10,35.812605624008214,18.0,Shipped
1073,2024-12-08,4,1,3,62.958119144207096,15.0,Shipped
1074,2024-05-04,9,4,4,94.0,20.0,Shipped
1075,2023-12-05,7,3,4,35.30895856256741,29.0,Shipped
1076,2023-11-11,9,4,5,81.0,26.0,Shipped
1077,2024-12-31,9,7,6,111.12021510692287,23.0,Shipped
1078,2023-12-04,5,8,8,50.66214298023505,23.0,Shipped
1079,2023-12-01,8,5,10,111.24214857851437,19.0,Shipped
1080,2024-06-16,8,3,9,58.490875187628745,28.0,Shipped
1081,2024-03-06,10,5,6,50.0,27.0,Shipped
1082,2023-05-15,8,10,6,4.0,20.0,Shipped
1083,2024-02-20,6,3,2,84.99664494962721,20.0,Shipped
1084,2023-12-14,4,4,6,83.14490640595098,26.0,Shipped
1085,2024-07-28,6,8,10,118.87282501217881,21.0,Pending
1086,2023-08-01,5,5,2,114.86072628653125,25.0,Shipped
1087,2023-03-03,10,8,1,87.0,17.0,Shipped
1088,2024-10-08,10,9,5,21.0,25.0,Shipped
1089,2024-01-19,5,6,3,101.91313246503087,25.0,Shipped
1090,2023-11-03,8,1,6,64.0,21.0,Pending
1091,2024-02-10,4,3,6,113.74219839804624,18.0,Shipped
1092,2024-10-11,8,8,2,35.0,22.0,Shipped
1093,2023-02-21,10,4,6,83.40840558151245,22.0,Shipped
1094,2023-12-10,4,8,7,66.30267593370661,31.0,Shipped
1095,2023-12-23,9,5,4,107.20974083591865,19.0,Shipped
1096,2023-05-28,10,7,10,19.0,18.0,Shipped
1097,2023-11-04,9,3,10,80.0,21.0,Shipped
1098,2024-08-09,7,10,10,37.88939973779297,22.0,Shipped
1099,2023-09-05,8,7,5,45.0,24.0,Shipped
1100,2024-12-06,2,6,5,47.66350041072382,17.0,Shipped
1101,2024-11-29,2,2,6,71.0,20.0,Shipped
1102,2024-06-17,3,6,8,112.80009042786678,17.0,Shipped
1103,2024-01-21,8,8,6,90.82906711182719,19.0,Shipped
1104,2023-11-22,6,6,1,64.0,19.0,Pending
1105,2023-04-15,5,9,2,43.0,17.0,Shipped
1106,2023-07-06,8,3,6,34.229408420046184,17.0,Pending
1107,2023-02-25,2,5,5,27.824276342327835,17.0,Shipped
1108,2024-03-18,6,4,6,11.0,22.0,Shipped
1109,2023-01-02,10,10,1,85.86809651476906,19.0,Shipped
1110,2023-08-24,3,6,9,15.273708575896233,15.0,Shipped
1111,2024-03-02,7,4,4,34.0,11.0,Shipped
1112,2023-01-20,4,5,3,8.365917878571443,28.0,Shipped
1113,2024-05-21,1,4,8,100.0,14.0,Shipped
1114,2023-10-12,1,10,4,12.0,26.0,Shipped
1115,2024-12-05,10,5,3,42.565606658955964,19.0,Pending
1116,2023-01-09,4,2,8,3.6659555194369897,22.0,Pending
1117,2023-06-08,2,10,4,102.32315621911415,19.0,Shipped
1118,2024-04-22,3,5,2,6.0,16.0,Shipped
1119,2024-01-06,2,6,1,6.882194431326798,23.0,Shipped
1120,2023-09-13,3,1,9,12.0,13.0,Shipped
1121,2024-06-02,8,7,5,102.43051276859477,23.0,Shipped
1122,2023-03-09,10,3,3,47.0,20.0,Pending
1123,2024-07-15,2,5,8,27.47361624009902,22.0,Shipped
1124,2024-06-01,6,2,2,69.18189733391849,17.0,Shipped
1125,2024-05-05,6,6,3,81.0,24.0,Shipped
1126,2024-02-06,1,8,2,25.222690868961106,14.0,Pending
1127,2023-04-01,10,10,8,21.0,21.0,Shipped
1128,2023-05-09,2,5,2,2.0,16.0,Shipped
1129,2024-07-09,8,6,9,10.239733193348982,20.0,Shipped
1130,2023-05-21,7,4,3,42.0,22.0,Shipped
1131,2023-09-09,6,3,1,80.0,23.0,Shipped
1132,2024-04-07,8,8,3,96.0,22.0,Shipped
1133,2024-02-21,1,9,1,122.85824435346282,23.0,Shipped
1134,2023-07-07,8,5,2,54.66778583137684,20.0,Shipped
1135,2024-10-09,3,7,2,76.0,14.0,Shipped
1136,2024-09-01,4,8,2,10.0,16.0,Shipped
1137,2024-12-23,3,2,7,53.3047208472291,20.0,Shipped
1138,2024-09-10,9,10,10,75.0,14.0,Shipped
1139,2024-02-01,8,4,6,21.988377062369455,17.0,Shipped
1140,2023-07-01,2,10,8,77.77996812834846,12.0,Shipped
1141,2023-03-17,4,9,1,9.0,19.0,Shipped
1142,2023-08-28,5,10,5,112.53326945108667,26.0,Shipped
1143,2023-09-25,8,3,6,35.0,16.0,Shipped
1144,2023-01-05,7,3,6,22.5621957698507,23.0,Shipped
1145,2024-05-29,9,4,1,75.0,22.0,Shipped
1146,2024-05-06,9,3,2,56.0,21.0,Shipped
1147,2023-04-09,10,7,9,89.0,13.0,Shipped
1148,2023-06-23,10,4,4,31.690230009368893,21.0,Shipped
1149,2023-03-01,3,3,3,64.0,24.0,Shipped
1150,2024-01-14,5,5,2,99.39149087292449,20.0,Shipped
1151,2023-05-02,10,2,9,33.0,25.0,Shipped
1152,2023-08-03,1,3,4,124.4047046010739,26.0,Shipped
1153,2024-06-16,4,1,9,22.7637494967483,20.0,Shipped
1154,2024-05-09,8,9,9,63.0,24.0,Shipped
1155,2023-07-07,1,9,7,77.81494929051799,24.0,Shipped
1156,2023-09-16,9,4,8,99.0,10.0,Shipped
1157,2024-11-04,9,2,8,26.0,19.0,Shipped
1158,2024-06-27,7,4,6,113.62509012814812,5.0,Shipped
1159,2023-06-22,2,1,3,40.931293378172896,12.0,Shipped
1160,2023-10-29,10,4,6,31.0,22.0,Shipped
1161,2023-06-29,2,10,3,17.60743885343872,19.0,Shipped
1162,2023-08-17,4,10,8,42.64924075367849,21.0,Shipped
1163,2023-08-31,5,2,2,82.76308871742694,14.0,Shipped
1164,2024-05-24,6,8,4,44.0,5.0,Shipped
1165,2023-10-11,10,4,3,16.0,28.0,Shipped
1166,2023-10-04,6,9,1,83.0,9.0,Shipped
1167,2024-10-15,1,4,4,96.0,19.0,Shipped
1168,2024-10-04,8,6,5,55.0,22.0,Shipped
1169,2024-04-21,7,5,9,68.0,24.0,Shipped
1170,2023-09-16,9,5,1,68.0,19.0,Shipped
1171,2023-09-20,3,2,3,64.0,16.0,Pending
1172,2023-02-27,6,6,7,39.959330769254215,11.0,Shipped
1173,2024-01-13,2,3,10,19.080865372840258,27.0,Shipped
1174,2024-11-28,6,6,1,54.0,27.0,Shipped
1175,2024-04-02,5,10,6,30.0,14.0,Shipped
1176,2023-03-24,10,8,2,72.0,17.0,Shipped
1177,2023-04-26,3,3,8,5.0,19.0,Shipped
1178,2023-01-25,9,9,8,109.2024200772125,17.0,Shipped
1179,2023-11-21,7,4,9,23.0,13.0,Shipped
1180,2023-11-23,10,2,10,81.0,23.0,Shipped
1181,2023-10-23,9,9,6,84.0,15.0,Shipped
1182,2024-08-21,7,7,9,28.29455702127126,21.0,Shipped
1183,2024-07-29,10,5,2,62.86466407104813,35.0,Shipped
1184,2024-04-28,6,7,3,98.0,28.0,Shipped
1185,2023-03-25,1,7,2,63.0,24.0,Shipped
1186,2024-08-14,8,4,10,69.45058571708232,23.0,Shipped
1187,2023-11-15,2,8,4,39.0,25.0,Shipped
1188,2024-10-01,1,7,5,71.0,19.0,Shipped
1189,2024-08-24,6,7,8,53.70384515503912,16.0,Shipped
1190,2024-05-02,6,9,1,24.0,12.0,Shipped
1191,2024-11-10,1,3,10,1.0,20.0,Shipped
1192,2023-10-16,3,4,7,14.0,20.0,Shipped
1193,2023-10-14,9,2,9,12.0,14.0,Shipped
1194,2024-05-25,7,8,10,92.0,22.0,Shipped
1195,2024-04-17,4,2,4,7.0,20.0,Shipped
1196,2023-06-17,3,6,5,119.25654072705039,27.0,Shipped
1197,2024-10-12,5,7,10,1.0,23.0,Shipped
1198,2024-02-12,8,9,10,32.092594281417334,16.0,Shipped
1199,2024-05-22,3,9,8,60.0,21.0,Shipped
1200,2024-09-29,9,6,8,58.0,21.0,Shipped
1201,2024-08-17,2,7,1,103.81760710614913,29.0,Shipped
1202,2023-04-08,4,5,2,33.0,14.0,Shipped
1203,2023-10-06,3,10,5,30.0,17.0,Shipped
1204,2023-07-28,6,6,5,112.07994558100796,28.0,Pending
1205,2024-12-14,2,7,3,112.85242613673537,27.0,Pending
1206,2023-05-20,6,7,7,56.0,20.0,Shipped
1207,2024-06-21,5,7,10,57.17248734488458,18.0,Shipped
1208,2023-02-07,9,6,2,7.470872159302276,17.0,Shipped
1209,2024-06-08,7,9,2,82.6398259741196,16.0,Shipped
1210,2023-07-23,8,4,6,59.88095117731757,19.0,Shipped
1211,2023-05-26,4,3,4,56.0,15.0,Shipped
1212,2023-08-26,1,9,3,60.432206785431994,21.0,Shipped
1213,2024-02-20,2,7,6,38.535345837252265,19.0,Shipped
1214,2023-09-27,4,7,9,55.0,12.0,Pending
1215,2023-09-01,9,3,6,61.0,19.0,Shipped
1216,2024-07-29,3,4,3,66.07070284956666,9.0,Pending
1217,2023-02-12,4,5,8,93.17961403352602,20.0,Shipped
1218,2024-10-04,9,9,10,92.0,16.0,Shipped
1219,2023-05-26,6,2,4,21.0,23.0,Shipped
1220,2024-02-17,10,3,1,99.31900790697333,16.0,Shipped
1221,2024-08-08,10,1,9,119.53792685752346,18.0,Shipped
1222,2023-06-23,3,8,6,56.100049776482145,22.0,Pending
1223,2023-02-11,1,1,4,99.91289930672231,16.0,Pending
1224,2024-03-30,8,10,7,79.0,23.0,Shipped
1225,2024-04-14,3,2,4,81.0,29.0,Shipped
1226,2024-05-24,3,3,8,7.0,16.0,Shipped
1227,2024-06-19,2,2,3,3.813095884257351,6.0,Shipped
1228,2024-07-29,5,8,9,38.17351883952132,16.0,Shipped
1229,2024-04-12,3,8,1,86.0,31.0,Shipped
1230,2024-08-20,2,7,6,51.980810479439526,22.0,Shipped
1231,2024-04-14,1,3,5,4.0,23.0,Shipped
1232,2024-07-01,2,4,1,86.92232832752227,19.0,Shipped
1233,2023-09-15,10,2,10,7.0,29.0,Shipped
1234,2023-03-05,4,2,6,24.0,16.0,Shipped
1235,2024-05-06,4,3,9,75.0,25.0,Shipped
1236,2023-09-27,5,5,4,97.0,22.0,Shipped
1237,2023-12-06,6,2,9,112.21732308396625,24.0,Shipped
1238,2023-05-15,8,9,5,48.0,16.0,Shipped
1239,2023-11-19,4,10,3,95.0,28.0,Shipped
1240,2023-12-09,8,7,3,87.07209459733852,22.0,Shipped
1241,2024-05-17,9,10,8,21.0,17.0,Shipped
1242,2024-04-20,2,1,10,6.0,19.0,Shipped
1243,2023-05-07,1,3,7,55.0,26.0,Shipped
1244,2023-02-08,4,3,8,15.683248700388141,21.0,Shipped
1245,2024-12-17,8,6,5,5.787128001035438,18.0,Shipped
1246,2024-12-18,7,5,8,97.57195919151013,25.0,Shipped
1247,2024-02-10,1,2,8,8.495505437528493,13.0,Pending
1248,2023-08-04,5,5,7,106.90684990370536,20.0,Pending
1249,2024-03-06,1,10,8,49.0,13.0,Shipped
1250,2024-01-01,10,9,1,36.100550298103315,24.0,Shipped
1251,2024-09-14,9,6,5,10.0,24.0,Shipped
1252,2024-09-09,2,4,7,89.0,27.0,Shipped
1253,2024-04-17,9,8,5,85.0,20.0,Pending
1254,2023-12-31,10,3,7,29.307741162318266,25.0,Shipped
1255,2024-09-10,4,8,5,24.0,24.0,Shipped
1256,2023-12-17,8,10,6,20.298829007914833,29.0,Shipped
1257,2024-10-19,9,4,1,29.0,20.0,Shipped
1258,2023-01-09,7,8,4,29.91181054418298,22.0,Shipped
1259,2024-04-20,5,4,7,14.0,18.0,Shipped
1260,2024-01-14,9,10,10,1.211912237933639,11.0,Shipped
1261,2023-10-09,7,4,9,86.0,13.0,Shipped
1262,2023-05-01,2,10,2,2.0,15.0,Shipped
1263,2024-10-17,6,1,1,22.0,13.0,Shipped
1264,2023-10-14,9,2,4,85.0,21.0,Shipped
1265,2023-04-15,10,8,8,61.0,19.0,Pending
1266,2024-10-21,1,9,6,77.0,22.0,Shipped
1267,2023-03-23,9,6,1,100.0,20.0,Shipped
1268,2024-02-26,5,8,2,73.21078372629677,20.0,Shipped
1269,2023-04-25,10,1,7,18.0,16.0,Shipped
1270,2023-12-22,8,8,5,42.98649294342804,17.0,Shipped
1271,2023-04-04,6,10,6,21.0,25.0,Shipped
1272,2023-10-27,7,2,1,10.0,17.0,Shipped
1273,2024-11-13,7,5,9,12.0,18.0,Shipped
1274,2023-01-03,4,9,3,91.90748765206698,28.0,Shipped
1275,2023-04-19,7,8,2,53.0,17.0,Shipped
1276,2023-07-19,3,7,10,12.509146586192244,16.0,Shipped
1277,2024-08-26,2,4,3,67.7941399385798,26.0,Shipped
1278,2023-05-06,3,5,2,45.0,11.0,Pending
1279,2023-03-12,6,2,5,38.0,14.0,Shipped
1280,2024-12-03,5,1,9,42.47109399833444,7.0,Shipped
1281,2024-12-17,8,7,10,74.07203972723019,12.0,Shipped
1282,2023-06-27,3,5,3,39.160710821537535,25.0,Shipped
1283,2024-12-02,2,7,9,63.57334864472469,15.0,Shipped
1284,2024-07-10,10,5,10,10.088844633282736,15.0,Pending
1285,2024-09-12,2,8,10,13.0,25.0,Shipped
1286,2023-07-05,1,5,3,12.732113303285608,21.0,Pending
1287,2023-04-04,4,2,9,29.0,24.0,Shipped
1288,2023-10-29,5,2,2,78.0,18.0,Shipped
1289,2023-10-09,2,6,3,28.0,22.0,Shipped
1290,2024-04-07,10,2,3,8.0,27.0,Shipped
1291,2023-05-16,9,1,3,74.0,23.0,Shipped
1292,2023-04-20,5,3,10,95.0,20.0,Shipped
1293,2023-12-20,5,4,4,98.78419189242452,17.0,Shipped
1294,2023-12-11,5,5,2,49.34498985509595,16.0,Shipped
1295,2023-06-08,3,9,6,78.9508049932101,20.0,Shipped
1296,2024-10-17,1,3,1,1.0,21.0,Shipped
1297,2024-10-13,3,9,1,27.0,28.0,Shipped
1298,2023-02-03,7,7,4,120.58680051402747,23.0,Shipped
1299,2024-07-03,5,7,2,14.41171090260562,19.0,Shipped
1300,2024-06-19,5,5,6,22.257318183891826,23.0,Shipped
1301,2023-07-30,9,2,2,115.67228295177696,11.0,Shipped
1302,2023-05-10,1,10,4,68.0,23.0,Shipped
1303,2024-09-15,1,8,8,6.0,10.0,Shipped
1304,2024-10-26,5,8,4,5.0,27.0,Shipped
1305,2024-06-27,9,6,7,52.06273877180479,22.0,Shipped
1306,2024-05-20,1,5,1,74.0,15.0,Shipped
1307,2023-06-01,5,5,7,5.891331857900721,19.0,Shipped
1308,2024-02-06,1,9,7,19.25865714221362,24.0,Shipped
1309,2023-09-26,4,9,2,20.0,10.0,Shipped
1310,2023-07-23,3,10,2,25.41362636050169,19.0,Shipped
1311,2024-10-24,8,7,10,33.0,15.0,Shipped
1312,2023-11-18,7,6,8,23.0,15.0,Shipped
1313,2023-04-03,4,5,6,54.0,6.0,Shipped
1314,2023-09-03,3,1,4,11.0,11.0,Shipped
1315,2023-03-01,8,6,1,44.0,17.0,Shipped
1316,2024-10-14,2,4,9,79.0,22.0,Shipped
1317,2024-04-22,5,10,10,50.0,26.0,Pending
1318,2024-10-20,2,9,5,42.0,24.0,Shipped
1319,2023-03-21,1,9,5,30.0,26.0,Shipped
1320,2024-01-24,8,9,9,34.97011877385999,22.0,Pending
1321,2023-03-12,7,9,5,52.0,20.0,Shipped
1322,2023-01-15,3,5,4,41.11026682300921,14.0,Pending
1323,2023-07-04,2,1,10,120.40934655480947,29.0,Shipped
1324,2023-06-05,6,9,3,2.26465486343827,21.0,Shipped
1325,2024-07-20,1,9,2,20.122084282370878,27.0,Pending
1326,2024-04-14,4,6,10,45.0,8.0,Shipped
1327,2024-02-20,5,9,1,5.124201247016587,24.0,Shipped
1328,2023-07-14,10,5,3,25.562362666710765,22.0,Shipped
1329,2023-03-03,10,3,4,92.0,29.0,Pending
1330,2023-07-04,9,9,9,31.71428651167448,24.0,Shipped
1331,2023-04-05,6,2,10,98.0,22.0,Shipped
1332,2023-11-24,6,3,6,96.0,9.0,Shipped
1333,2023-01-09,5,1,6,78.86762232394183,13.0,Shipped
1334,2023-02-24,8,3,2,4.926307143041378,20.0,Shipped
1335,2024-03-05,2,2,1,67.0,22.0,Shipped
1336,2023-10-03,9,8,7,25.0,32.0,Shipped
1337,2024-10-31,8,5,4,76.0,22.0,Shipped
1338,2024-06-07,8,4,4,104.55033839547033,23.0,Shipped
1339,2023-01-09,5,4,4,96.6595681288433,18.0,Shipped
1340,2023-11-01,6,1,9,48.0,21.0,Shipped
1341,2024-04-04,6,1,1,81.0,10.0,Shipped
1342,2024-04-14,10,1,6,59.0,14.0,Shipped
1343,2023-11-07,3,1,4,34.0,22.0,Shipped
1344,2024-11-25,10,7,5,41.0,16.0,Shipped
1345,2024-03-18,4,4,7,1.0,23.0,Shipped
1346,2024-04-29,1,3,4,44.0,20.0,Shipped
1347,2024-10-04,10,10,2,62.0,18.0,Shipped
1348,2024-07-31,1,6,10,125.76717802590855,26.0,Shipped
1349,2024-05-22,8,1,9,31.0,19.0,Shipped
1350,2023-11-27,9,6,4,60.0,10.0,Shipped
1351,2024-09-23,8,8,10,1.0,20.0,Shipped
1352,2024-05-17,8,2,8,31.0,33.0,Shipped
1353,2024-04-08,1,4,2,23.0,18.0,Shipped
1354,2024-04-08,1,6,5,9.0,8.0,Shipped
1355,2024-11-26,2,9,7,32.0,21.0,Shipped
1356,2023-07-28,7,3,1,32.85670346589453,20.0,Shipped
1357,2024-01-05,4,2,4,72.25140531367349,18.0,Shipped
1358,2024-11-27,5,9,8,51.0,27.0,Shipped
1359,2024-12-23,8,7,2,2.336708762232658,18.0,Shipped
1360,2023-10-10,3,2,5,21.0,14.0,Shipped
1361,2023-02-02,9,8,4,35.62133690841424,18.0,Shipped
1362,2023-03-21,7,2,4,5.0,19.0,Shipped
1363,2023-10-05,2,7,9,78.0,14.0,Pending
1364,2023-11-03,10,4,4,20.0,27.0,Shipped
1365,2023-10-21,8,4,7,30.0,21.0,Shipped
1366,2024-06-14,3,1,10,35.820862131007345,18.0,Shipped
1367,2023-12-26,3,5,6,4.977603823931332,32.0,Shipped
1368,2024-03-17,3,7,10,35.0,24.0,Shipped
1369,2023-09-11,9,9,9,18.0,20.0,Shipped
1370,2023-09-11,10,4,8,93.0,18.0,Shipped
1371,2023-09-12,6,2,7,59.0,17.0,Shipped
1372,2023-07-31,6,1,9,51.43894385671719,18.0,Shipped
1373,2023-09-05,2,4,9,48.0,21.0,Shipped
1374,2023-09-21,10,3,9,98.0,29.0,Shipped
1375,2023-05-18,9,7,10,21.0,10.0,Shipped
1376,2024-01-18,4,7,9,81.19682923354877,22.0,Shipped
1377,2024-05-28,10,8,7,69.0,19.0,Shipped
1378,2023-11-16,2,10,2,93.0,17.0,Pending
1379,2023-05-16,4,10,8,85.0,14.0,Shipped
1380,2024-03-18,8,9,9,57.0,22.0,Shipped
1381,2023-09-25,6,4,9,80.0,19.0,Shipped
1382,2024-03-03,1,8,9,95.0,8.0,Shipped
1383,2024-06-27,6,6,9,123.0052447399372,34.0,Shipped
1384,2023-07-20,7,3,7,121.09951739492169,23.0,Shipped
1385,2023-07-11,7,3,7,2.3045256248398642,20.0,Shipped
1386,2023-07-24,4,9,2,78.64075553729434,16.0,Shipped
1387,2024-01-06,5,2,6,57.59880758930441,21.0,Shipped
1388,2024-07-18,5,10,5,114.80789373994104,18.0,Shipped
1389,2024-08-22,8,6,4,15.450330625938868,18.0,Shipped
1390,2024-08-26,3,1,5,72.25742014342956,18.0,Shipped
1391,2023-09-28,6,6,5,22.0,22.0,Shipped
1392,2024-10-04,2,8,3,30.0,22.0,Shipped
1393,2024-06-26,6,10,5,44.65634081710924,23.0,Shipped
1394,2024-05-18,9,6,2,20.0,22.0,Pending
1395,2024-10-14,8,2,9,26.0,20.0,Shipped
1396,2024-01-07,4,7,8,54.2869982753664,22.0,Shipped
1397,2023-05-02,10,7,8,45.0,15.0,Shipped
1398,2023-08-23,1,6,4,108.84683620628077,24.0,Shipped
1399,2024-02-17,3,8,2,42.76978972641673,26.0,Shipped
1400,2024-06-01,1,3,4,57.92027559366156,23.0,Shipped
1401,2024-11-30,8,2,4,80.0,16.0,Shipped
1402,2024-02-01,10,5,8,21.92607345474943,17.0,Shipped
1403,2023-10-16,4,5,8,57.0,22.0,Shipped
1404,2024-02-03,7,1,3,93.25155999369528,27.0,Shipped
1405,2023-04-26,9,1,8,46.0,17.0,Shipped
1406,2023-10-28,8,7,8,27.0,18.0,Shipped
1407,2023-03-30,8,10,7,51.0,17.0,Shipped
1408,2023-12-07,9,5,3,3.793735038610296,17.0,Shipped
1409,2023-07-14,9,7,10,23.865636428366237,24.0,Shipped
1410,2024-12-24,9,6,8,115.89637064883445,13.0,Shipped
1411,2024-05-21,6,6,5,15.0,14.0,Shipped
1412,2024-09-03,6,3,2,48.0,15.0,Shipped
1413,2023-08-14,2,5,8,52.48484433299404,21.0,Shipped
1414,2023-07-10,5,5,8,66.14676387560417,25.0,Pending
1415,2023-09-16,8,10,10,85.0,15.0,Shipped
1416,2024-04-26,3,7,10,60.0,22.0,Shipped
1417,2023-10-15,7,1,7,40.0,19.0,Shipped
1418,2023-06-02,10,2,8,33.346119091382,14.0,Shipped
1419,2024-01-19,5,1,7,85.53619221015126,27.0,Shipped
1420,2023-05-10,3,2,8,85.0,17.0,Shipped
1421,2024-08-18,7,6,6,52.922967280006446,20.0,Shipped
1422,2023-09-26,3,6,8,99.0,22.0,Shipped
1423,2023-09-15,7,7,6,21.0,25.0,Shipped
1424,2024-01-14,5,2,10,5.954080892971322,17.0,Shipped
1425,2023-02-07,2,9,5,91.59327889656984,11.0,Shipped
1426,2024-07-06,8,7,10,54.42629811787565,23.0,Shipped
1427,2023-06-04,8,2,1,31.38085578846392,29.0,Pending
1428,2023-03-05,5,5,6,40.0,23.0,Shipped
1429,2024-06-07,5,6,8,50.62040229808864,19.0,Shipped
1430,2023-03-20,6,6,2,46.0,18.0,Shipped
1431,2024-05-10,2,8,1,54.0,11.0,Pending
1432,2024-08-30,1,3,9,1.2713307626222519,24.0,Pending
1433,2024-01-03,6,10,1,109.46502443079463,19.0,Shipped
1434,2023-08-12,5,3,1,48.809340868298705,19.0,Pending
1435,2024-08-13,5,10,4,98.94693349181009,21.0,Shipped
1436,2024-12-10,8,2,1,89.58513333838914,17.0,Shipped
1437,2023-03-18,10,6,9,64.0,20.0,Shipped
1438,2023-03-19,6,3,1,76.0,17.0,Shipped
1439,2024-04-17,7,1,3,25.0,14.0,Shipped
1440,2024-07-23,9,10,7,44.280704967663425,14.0,Shipped
1441,2023-06-19,10,10,10,36.66278448482335,13.0,Shipped
1442,2024-12-25,7,6,10,105.60268387475959,19.0,Pending
1443,2024-01-07,1,4,8,78.6823075522151,21.0,Shipped
1444,2024-12-22,10,9,4,44.40594270711021,15.0,Shipped
1445,2023-12-11,2,10,7,37.684941183748414,26.0,Shipped
1446,2023-08-22,1,8,8,117.74683837353803,20.0,Shipped
1447,2023-06-07,1,8,7,81.15276333882741,24.0,Shipped
1448,2024-01-13,10,4,8,32.174265979243344,27.0,Shipped
1449,2023-07-23,2,10,1,93.01087545583552,16.0,Shipped
1450,2023-10-06,4,6,5,66.0,18.0,Shipped
1451,2024-04-24,2,1,7,80.0,28.0,Shipped
