user_id,sign_up_date,convert_date,zip_code,user_type
149,2024-12-12 08:05:24,,12213,Philosopher
150,2024-11-27 16:06:50,,58049,Adventurer
151,2024-01-26 04:48:54,,16881,Casual User
152,2024-12-26 01:02:40,,16700,Philosopher
153,2024-04-27 21:23:49,2024-07-12 21:23:49,33715,Casual User
154,2024-01-08 08:13:38,,57871,Casual User
155,2024-01-17 09:15:14,2024-03-05 09:15:14,17611,Casual User
156,2024-05-19 15:43:06,,58691,Adventurer
157,2024-11-08 20:34:26,,21798,Philosopher
158,2024-09-05 21:11:16,,65648,Power Seeker
159,2024-03-25 05:24:50,2024-04-18 05:24:50,81787,Adventurer
160,2024-06-08 11:43:04,,64272,Casual User
161,2024-11-07 05:04:21,2025-02-06 05:04:21,47568,Philosopher
162,2024-06-28 23:47:24,,71185,Casual User
163,2024-02-17 15:17:36,2024-04-05 15:17:36,23254,Philosopher
164,2024-08-13 02:08:29,,13175,Power Seeker
165,2024-03-10 05:14:50,2024-06-03 05:14:50,44957,Power Seeker
166,2024-03-17 14:14:53,,77757,Adventurer
167,2024-08-01 16:50:19,,94285,Adventurer
168,2024-05-22 01:32:41,,89190,Casual User
169,2024-01-16 23:14:02,,68957,Adventurer
170,2024-01-13 09:53:56,,22453,Casual User
171,2024-05-26 17:13:34,,37487,Adventurer
172,2024-10-27 14:58:12,2025-01-15 14:58:12,25997,Casual User
173,2024-10-12 09:16:21,,49016,Adventurer
174,2024-11-15 16:30:33,,70905,Casual User
175,2024-01-25 20:49:31,,95145,Philosopher
176,2024-01-21 15:16:45,,61459,Casual User
177,2024-09-10 02:43:27,,80579,Casual User
178,2024-01-31 03:02:30,,34268,Casual User
179,2024-03-04 16:12:11,,91861,Adventurer
180,2024-04-09 02:17:55,,92057,Casual User
181,2024-03-15 06:23:40,,86902,Philosopher
182,2024-08-20 16:32:51,,91723,Casual User
183,2024-10-31 08:07:28,,50542,Casual User
184,2024-01-28 05:04:14,,51709,Casual User
185,2024-11-01 12:35:45,,94642,Casual User
186,2024-07-26 21:18:48,,16103,Adventurer
187,2024-07-09 02:05:38,,88724,Casual User
188,2024-02-04 13:37:19,,77501,Philosopher
189,2024-03-21 12:11:00,,51145,Casual User
190,2024-11-02 01:26:32,,27552,Philosopher
191,2024-09-07 14:33:37,,74707,Power Seeker
192,2024-04-29 06:57:15,,19831,Philosopher
193,2024-04-14 02:47:58,,16017,Philosopher
194,2024-09-13 15:02:45,,88024,Philosopher
195,2024-11-21 14:21:32,,33084,Casual User
196,2024-11-04 23:38:57,,97347,Power Seeker
197,2024-10-22 02:34:12,,12731,Casual User
198,2024-04-18 06:22:39,2024-05-04 06:22:39,40859,Casual User
199,2024-12-06 19:51:54,,45657,Philosopher
200,2024-03-21 18:28:42,,59402,Casual User
201,2024-04-29 19:36:50,,64617,Casual User
202,2024-11-11 14:54:18,,35623,Casual User
203,2024-04-30 22:03:42,,39210,Casual User
204,2024-12-29 21:18:18,,53038,Casual User
205,2024-09-17 17:11:27,,65119,Philosopher
206,2024-03-16 09:59:29,,14813,Philosopher
207,2024-04-06 23:45:32,,95847,Power Seeker
208,2024-12-18 23:04:23,,35576,Philosopher
209,2024-06-03 09:51:17,,71737,Adventurer
210,2024-09-29 23:25:11,,39888,Casual User
211,2024-12-19 06:33:38,,86244,Philosopher
212,2024-06-02 12:19:38,,53813,Casual User
213,2024-07-29 13:59:00,,21899,Casual User
214,2024-01-14 12:25:02,,86533,Casual User
215,2024-03-06 14:25:43,,23723,Philosopher
216,2024-03-30 13:02:38,,71400,Casual User
217,2024-05-27 02:07:18,,78484,Philosopher
218,2024-06-28 12:43:29,,72759,Philosopher
219,2024-07-18 13:03:31,,24321,Casual User
220,2024-05-21 15:36:15,,93633,Casual User
221,2024-02-20 09:45:02,,17917,Casual User
222,2024-05-23 18:46:51,2024-08-18 18:46:51,75333,Casual User
223,2024-09-24 06:47:22,,64936,Power Seeker
224,2024-05-26 01:08:12,2024-06-12 01:08:12,24502,Casual User
225,2024-07-17 15:27:57,,28987,Philosopher
226,2024-10-05 05:04:19,,80697,Adventurer
227,2024-06-17 22:02:30,2024-09-25 22:02:30,28784,Casual User
228,2024-07-02 20:59:06,,68964,Philosopher
229,2024-04-22 20:03:44,,79641,Power Seeker
230,2024-12-03 19:43:42,2025-02-20 19:43:42,20410,Casual User
231,2024-09-20 09:31:25,,13822,Casual User
232,2024-06-16 09:19:31,,96713,Casual User
233,2024-02-14 23:50:19,,71920,Casual User
234,2024-04-12 14:32:14,2024-06-21 14:32:14,26959,Casual User
235,2024-07-05 11:44:42,,37943,Philosopher
236,2024-03-13 00:31:50,,61767,Casual User
237,2024-05-01 03:21:58,,88587,Casual User
238,2024-12-17 10:12:03,,57508,Casual User
239,2024-09-28 20:38:28,,26943,Philosopher
240,2024-04-02 15:40:14,,36684,Casual User
241,2024-04-14 15:22:41,,66995,Philosopher
242,2024-09-29 11:24:58,,89451,Casual User
243,2024-06-19 01:44:34,,38582,Casual User
244,2024-08-04 13:46:16,,66710,Philosopher
245,2024-02-09 19:13:23,,70074,Philosopher
246,2024-11-29 16:36:06,2024-12-18 16:36:06,86649,Casual User
247,2024-01-20 20:17:06,2024-04-11 20:17:06,91774,Power Seeker
248,2024-09-18 10:05:33,,65709,Casual User
249,2024-02-09 00:47:26,,60161,Philosopher
250,2024-08-31 05:21:26,,25979,Casual User
251,2024-11-05 21:23:26,,89322,Philosopher
252,2024-12-26 02:54:36,,34007,Casual User
253,2024-06-13 22:13:37,,19964,Adventurer
254,2024-12-19 14:54:07,,77726,Casual User
255,2024-06-14 05:57:01,,95837,Adventurer
256,2024-06-26 06:49:16,,22490,Casual User
257,2024-10-09 05:26:54,,52418,Philosopher
258,2024-06-01 22:31:21,,13176,Philosopher
259,2024-10-18 18:17:11,2025-01-25 18:17:11,62968,Casual User
260,2024-03-26 10:45:02,,50499,Casual User
261,2024-10-23 18:48:37,,27283,Casual User
262,2024-08-31 02:08:09,,79053,Casual User
263,2024-05-10 04:07:46,,54774,Power Seeker
264,2024-06-25 01:42:23,,43939,Casual User
265,2024-10-07 03:53:07,,41751,Philosopher
266,2024-07-21 20:22:25,,34924,Philosopher
267,2024-05-06 01:05:07,,40234,Casual User
268,2024-09-21 20:30:40,2024-11-25 20:30:40,39986,Adventurer
269,2024-10-30 16:04:36,,88427,Casual User
270,2024-04-06 12:14:23,,79297,Philosopher
271,2024-02-12 15:06:43,,61327,Philosopher
272,2024-02-14 23:27:13,,63287,Power Seeker
273,2024-12-06 21:19:07,,49557,Adventurer
274,2024-10-08 13:53:07,,74765,Casual User
275,2024-03-30 07:57:43,,74751,Casual User
276,2024-08-19 20:08:02,,30839,Power Seeker
277,2024-02-19 05:38:22,2024-03-24 05:38:22,42546,Adventurer
278,2024-07-07 08:11:53,2024-09-26 08:11:53,60945,Philosopher
279,2024-12-16 14:28:23,,80586,Casual User
280,2024-09-02 21:02:52,,46857,Casual User
281,2024-03-07 15:04:01,2024-06-09 15:04:01,69027,Casual User
282,2024-02-24 07:55:50,2024-05-30 07:55:50,39170,Casual User
283,2024-07-19 07:43:12,,11041,Power Seeker
284,2024-12-16 21:47:56,,14059,Philosopher
285,2024-10-14 08:20:45,,89508,Philosopher
286,2024-01-05 01:31:11,2024-02-08 01:31:11,68449,Philosopher
287,2024-03-18 06:16:19,,36171,Casual User
288,2024-06-02 05:41:03,,65057,Casual User
289,2024-11-10 10:50:03,,52728,Casual User
290,2024-01-23 18:27:43,2024-02-13 18:27:43,75183,Casual User
291,2024-01-08 19:27:25,,45184,Power Seeker
292,2024-06-07 19:15:27,2024-08-14 19:15:27,91585,Power Seeker
293,2024-07-07 15:40:31,,74529,Casual User
294,2024-10-17 21:52:37,2025-01-17 21:52:37,28842,Adventurer
295,2024-06-01 12:36:29,,29283,Casual User
296,2024-04-12 22:11:12,,99339,Casual User
297,2024-12-05 19:52:22,,83395,Power Seeker
298,2024-04-14 13:28:55,,59795,Casual User
299,2024-09-08 08:56:07,,96123,Casual User
300,2024-01-17 10:47:15,,45709,Casual User
301,2024-07-17 23:19:14,,11038,Philosopher
302,2024-08-15 23:30:01,2024-08-18 23:30:01,17432,Power Seeker
303,2024-04-02 20:46:34,,66769,Adventurer
304,2024-09-14 15:39:36,,33857,Adventurer
305,2024-12-04 18:37:14,2025-01-28 18:37:14,96567,Casual User
306,2024-10-22 19:21:03,,68644,Adventurer
307,2024-10-23 04:46:53,2024-11-14 04:46:53,85033,Casual User
308,2024-03-06 09:59:48,,95014,Casual User
309,2024-01-11 10:02:41,,54523,Casual User
310,2024-06-09 08:20:11,,89533,Philosopher
311,2024-06-19 06:02:46,,86709,Adventurer
312,2024-07-01 23:15:00,,19000,Casual User
313,2024-03-14 21:53:48,,53587,Adventurer
314,2024-04-04 11:10:02,,75437,Casual User
315,2024-03-16 20:10:47,,95089,Casual User
316,2024-02-22 20:05:53,,52349,Casual User
317,2024-01-16 04:38:28,,15082,Casual User
318,2024-01-09 02:42:20,,84788,Casual User
319,2024-08-17 05:47:22,2024-09-02 05:47:22,15456,Casual User
320,2024-11-08 18:03:48,,16928,Casual User
321,2024-03-19 18:38:35,,13349,Casual User
322,2024-02-05 01:25:05,,68759,Power Seeker
323,2024-12-27 00:59:07,,94991,Casual User
324,2024-03-08 13:10:21,,10528,Adventurer
325,2024-06-11 10:12:40,2024-07-04 10:12:40,54746,Casual User
326,2024-09-06 09:41:56,,50862,Philosopher
327,2024-10-23 22:47:37,,35281,Adventurer
328,2024-08-02 16:09:10,,79540,Philosopher
329,2024-03-21 03:36:29,,38332,Philosopher
330,2024-02-14 16:52:33,,36614,Philosopher
331,2024-02-03 04:15:08,,57527,Power Seeker
332,2024-10-06 05:56:22,2024-12-18 05:56:22,23782,Casual User
333,2024-05-10 07:38:43,,16947,Power Seeker
334,2024-12-24 17:16:30,,42537,Philosopher
335,2024-11-03 05:58:02,,93993,Adventurer
336,2024-11-26 12:17:38,,32106,Casual User
337,2024-09-04 15:07:26,,78162,Adventurer
338,2024-12-22 16:32:28,,65434,Philosopher
339,2024-04-22 04:56:40,2024-07-12 04:56:40,66730,Philosopher
340,2024-04-25 11:54:17,,33064,Philosopher
341,2024-11-19 22:28:54,,37755,Adventurer
342,2024-09-19 23:29:13,,60125,Casual User
343,2024-12-05 12:41:42,,87878,Adventurer
344,2024-10-03 04:37:57,2024-10-25 04:37:57,46395,Casual User
345,2024-06-20 17:46:08,,95180,Casual User
346,2024-03-10 21:25:43,,21006,Power Seeker
347,2024-10-29 09:01:29,,35944,Casual User
348,2024-08-24 10:37:55,,35783,Adventurer
349,2024-12-27 13:53:16,,46561,Power Seeker
350,2024-10-11 06:11:24,2024-10-15 06:11:24,96704,Casual User
351,2024-06-08 03:07:31,2024-06-29 03:07:31,74345,Adventurer
352,2024-05-03 06:06:19,,96108,Adventurer
353,2024-11-30 23:24:44,,35339,Philosopher
354,2024-01-04 11:38:58,,13047,Philosopher
355,2024-02-08 22:34:59,,71944,Philosopher
356,2024-07-18 17:39:52,2024-08-28 17:39:52,83025,Adventurer
357,2024-08-25 06:14:27,,97644,Philosopher
358,2024-07-12 07:57:25,,15446,Casual User
359,2024-06-04 21:51:00,2024-06-21 21:51:00,86360,Casual User
360,2024-04-22 07:59:19,,42517,Casual User
361,2024-12-03 19:59:40,2025-02-25 19:59:40,55843,Philosopher
362,2024-04-09 04:32:01,,18145,Philosopher
363,2024-09-08 01:09:16,2024-10-23 01:09:16,95921,Philosopher
364,2024-11-29 00:04:43,2024-12-23 00:04:43,86044,Casual User
365,2024-10-19 01:07:01,,96504,Adventurer
366,2024-08-15 15:40:16,2024-11-11 15:40:16,83507,Power Seeker
367,2024-04-18 09:22:28,,39098,Casual User
368,2024-10-30 21:23:53,,30022,Adventurer
369,2024-12-28 21:20:03,,28337,Adventurer
370,2024-07-09 09:55:26,,54309,Casual User
371,2024-11-17 02:20:59,,17070,Adventurer
372,2024-03-13 18:56:52,2024-03-29 18:56:52,83182,Power Seeker
373,2024-03-30 15:19:01,,12247,Casual User
374,2024-04-04 03:42:58,,55984,Adventurer
375,2024-05-05 03:28:34,,21388,Philosopher
376,2024-04-23 09:02:44,,48282,Adventurer
377,2024-07-11 05:59:26,,75122,Philosopher
378,2024-03-07 00:39:42,,94195,Casual User
379,2024-09-25 13:05:13,,71593,Philosopher
380,2024-01-03 05:13:41,,19961,Casual User
381,2024-10-20 22:08:44,,90448,Adventurer
382,2024-08-30 22:55:44,,38450,Philosopher
383,2024-11-23 22:25:16,,82239,Casual User
384,2024-09-11 03:33:26,,64807,Casual User
385,2024-05-27 10:58:56,,93854,Casual User
386,2024-08-09 08:32:17,,54893,Adventurer
387,2024-03-29 15:08:14,,70247,Casual User
388,2024-06-16 21:26:13,,44264,Casual User
389,2024-05-15 00:51:10,,13732,Philosopher
390,2024-02-01 16:16:46,2024-03-28 16:16:46,51105,Adventurer
391,2024-09-30 01:04:26,,32448,Adventurer
392,2024-12-05 11:05:19,,31883,Philosopher
393,2024-06-25 01:07:42,,59361,Casual User
394,2024-01-27 19:08:43,,73399,Philosopher
395,2024-12-22 05:41:45,,68997,Adventurer
396,2024-05-28 05:09:56,,45718,Casual User
397,2024-03-05 04:47:16,,28617,Philosopher
398,2024-04-20 11:43:21,,24445,Adventurer
399,2024-05-10 06:17:29,,66170,Philosopher
400,2024-01-29 23:59:20,,35336,Power Seeker
401,2024-07-01 18:46:30,,52235,Philosopher
402,2024-04-23 13:15:41,,74998,Philosopher
403,2024-05-18 09:27:16,,74730,Adventurer
404,2024-08-28 00:00:34,,46086,Power Seeker
405,2024-07-22 06:15:41,,24615,Adventurer
406,2024-10-24 05:31:55,,41570,Casual User
407,2024-02-17 11:24:59,,64276,Casual User
408,2024-03-20 00:52:20,,17704,Adventurer
409,2024-07-01 15:41:52,,42601,Casual User
410,2024-05-19 15:18:55,,46829,Casual User
411,2024-06-13 03:40:48,,66761,Philosopher
412,2024-11-20 08:40:33,,53339,Adventurer
413,2024-06-01 05:58:57,,89004,Casual User
414,2024-02-11 01:21:33,2024-03-16 01:21:33,95531,Casual User
415,2024-02-14 19:48:17,2024-05-12 19:48:17,68895,Adventurer
416,2024-10-22 04:11:09,,44020,Casual User
417,2024-01-29 13:30:24,,76744,Power Seeker
418,2024-10-27 04:34:18,,84697,Power Seeker
419,2024-09-30 01:17:05,,28303,Casual User
420,2024-02-12 22:52:36,,11328,Adventurer
421,2024-01-15 23:55:15,,39283,Casual User
422,2024-02-18 15:06:05,,12436,Philosopher
423,2024-08-26 16:11:49,,13257,Casual User
424,2024-05-01 10:51:43,,71690,Casual User
425,2024-11-02 06:34:44,,29891,Adventurer
426,2024-04-16 09:11:29,,49957,Casual User
427,2024-01-04 15:49:28,2024-01-23 15:49:28,56019,Casual User
428,2024-06-26 13:55:01,,73223,Casual User
429,2024-02-16 00:13:24,2024-03-05 00:13:24,77059,Casual User
430,2024-04-18 05:41:07,,14950,Casual User
431,2024-10-02 09:48:12,,29561,Casual User
432,2024-12-03 00:35:59,,33933,Philosopher
433,2024-10-15 22:35:29,2025-01-07 22:35:29,78349,Casual User
434,2024-03-04 02:56:35,,86319,Casual User
435,2024-01-06 20:12:21,,41184,Philosopher
436,2024-06-30 08:44:14,,71596,Casual User
437,2024-10-27 11:50:06,,78404,Casual User
438,2024-09-24 19:34:32,,58207,Philosopher
439,2024-04-04 08:51:07,,21327,Adventurer
440,2024-10-19 16:21:04,,63796,Power Seeker
441,2024-02-12 00:18:42,,59396,Philosopher
442,2024-04-09 09:08:52,2024-06-04 09:08:52,32612,Power Seeker
443,2024-09-01 23:46:25,2024-09-29 23:46:25,82694,Casual User
444,2024-01-08 05:01:52,,72609,Casual User
445,2024-12-23 23:56:23,,68423,Casual User
446,2024-04-26 23:18:04,,63807,Casual User
447,2024-09-27 20:15:53,2024-10-25 20:15:53,80354,Casual User
448,2024-12-22 16:04:51,,74291,Adventurer
449,2024-04-14 12:58:11,,46403,Adventurer
450,2024-10-23 15:43:48,,54184,Casual User
451,2024-05-22 22:24:57,2024-08-26 22:24:57,91548,Casual User
452,2024-10-01 04:56:11,,53816,Philosopher
453,2024-01-01 22:07:18,,63133,Philosopher
454,2024-02-29 23:31:43,,99382,Casual User
455,2024-08-13 07:32:10,,84060,Casual User
456,2024-12-21 16:37:37,,78534,Casual User
457,2024-01-29 01:17:18,,18636,Power Seeker
458,2024-08-03 01:02:17,,96438,Philosopher
459,2024-01-15 22:04:23,,78013,Philosopher
460,2024-09-28 13:44:35,,50241,Power Seeker
461,2024-05-11 12:42:24,,46179,Adventurer
462,2024-04-30 02:57:35,,67456,Adventurer
463,2024-11-15 21:06:29,,49615,Philosopher
464,2024-09-13 15:51:32,2024-12-04 15:51:32,74003,Casual User
465,2024-11-26 09:24:51,,90954,Casual User
466,2024-10-06 10:50:33,,37388,Philosopher
467,2024-10-03 15:30:58,,81705,Casual User
468,2024-04-28 04:45:16,,32638,Adventurer
469,2024-11-24 15:53:18,,26184,Power Seeker
470,2024-12-04 17:33:39,,22942,Casual User
471,2024-12-22 21:09:09,,50039,Casual User
472,2024-12-19 20:43:16,2025-01-20 20:43:16,90054,Casual User
473,2024-08-05 12:42:46,,84356,Casual User
474,2024-12-16 08:58:24,2025-01-25 08:58:24,37196,Power Seeker
475,2024-04-24 10:52:13,,34996,Adventurer
476,2024-12-02 19:49:32,,81910,Casual User
477,2024-11-10 03:27:25,,79697,Philosopher
478,2024-01-20 20:57:38,,33709,Power Seeker
479,2024-05-25 16:21:57,,28656,Adventurer
480,2024-03-31 19:17:23,,91108,Adventurer
481,2024-03-21 07:43:00,,26552,Philosopher
482,2024-10-29 08:34:27,,55145,Adventurer
483,2024-07-17 22:26:18,2024-08-17 22:26:18,70481,Power Seeker
484,2024-04-20 01:03:21,,50857,Adventurer
485,2024-01-15 07:59:36,2024-04-12 07:59:36,23676,Philosopher
486,2024-01-13 01:01:09,2024-02-16 01:01:09,84543,Adventurer
487,2024-05-12 07:59:13,,83988,Power Seeker
488,2024-06-09 22:46:06,,51648,Philosopher
489,2024-07-02 18:40:44,2024-08-27 18:40:44,78019,Casual User
490,2024-12-04 15:16:25,,16261,Power Seeker
491,2024-04-30 01:58:13,,36406,Philosopher
492,2024-03-15 13:27:52,,24183,Philosopher
493,2024-03-24 14:40:57,,66810,Philosopher
494,2024-11-14 02:31:42,,63504,Casual User
495,2024-10-03 01:18:01,,68681,Casual User
496,2024-05-13 14:33:05,2024-06-05 14:33:05,97925,Philosopher
497,2024-08-28 05:09:59,,16137,Casual User
498,2024-10-27 13:49:26,,30094,Casual User
499,2024-10-03 01:32:35,2024-11-23 01:32:35,79108,Casual User
500,2024-05-08 01:17:05,,86270,Casual User
501,2024-03-15 12:11:58,,83427,Adventurer
502,2024-01-21 05:18:58,,65103,Power Seeker
503,2024-10-03 18:03:56,,27893,Adventurer
504,2024-11-26 23:30:04,,69314,Casual User
505,2024-11-03 08:12:57,2024-11-16 08:12:57,97732,Power Seeker
506,2024-04-26 21:29:05,,46628,Casual User
507,2024-11-28 04:59:06,2025-01-25 04:59:06,32297,Adventurer
508,2024-04-18 04:30:11,,70256,Adventurer
509,2024-07-24 20:55:51,,20979,Power Seeker
510,2024-09-16 02:38:44,,30292,Casual User
511,2024-04-27 12:26:50,,57834,Casual User
512,2024-08-29 02:29:02,,67587,Adventurer
513,2024-08-16 10:51:02,,10831,Casual User
514,2024-02-24 01:22:07,,91359,Adventurer
515,2024-12-16 05:59:31,,55355,Casual User
516,2024-11-19 12:59:47,2025-02-20 12:59:47,52443,Casual User
517,2024-12-29 17:15:51,,91822,Adventurer
518,2024-09-05 06:53:11,,29654,Casual User
519,2024-11-19 05:30:44,,89596,Casual User
520,2024-05-24 17:03:54,,59961,Power Seeker
