date,store,item,customer_id,quantity,discount
2023-10-27,4,39,84,88.0,19.0
2023-09-20,4,7,99,46.0,9.0
2023-07-05,10,11,62,95.04973145799839,19.0
2023-06-12,7,23,45,95.29923326525925,17.0
2024-12-01,7,46,4,29.602683445620308,12.0
2023-02-09,2,37,20,22.619590319310326,20.0
2023-09-13,1,30,98,46.0,31.0
2023-12-13,10,36,90,89.5140060102199,22.0
2023-02-17,7,31,85,44.57464906940934,26.0
2023-08-18,1,42,29,23.098357015260508,30.0
2024-06-20,4,18,89,43.913682294194786,25.0
2023-03-12,9,43,92,81.0,15.0
2024-11-11,3,5,36,97.0,10.0
2024-09-18,8,9,13,30.0,21.0
2024-03-16,5,46,35,89.0,14.0
2023-04-02,3,20,90,6.0,26.0
2024-06-23,10,40,80,6.277156012931097,22.0
2024-03-25,1,37,23,52.0,21.0
2023-04-16,8,17,78,41.0,31.0
2024-11-03,1,50,45,38.0,30.0
2023-02-03,1,16,54,45.275803019508714,21.0
2024-05-15,9,49,93,94.0,15.0
2024-08-05,9,34,28,3.859223075329311,14.0
2024-07-24,6,27,91,31.37550567851762,20.0
2023-01-06,7,50,62,18.165197079717395,15.0
2024-12-25,3,36,85,87.52272872335872,16.0
2023-12-04,5,44,21,42.10828941245702,28.0
2024-09-19,4,14,20,51.0,21.0
2023-01-13,1,42,63,59.16534937900505,21.0
2023-10-14,10,17,85,99.0,19.0
2024-06-11,7,22,53,59.56293404505659,34.0
2024-01-20,10,26,82,97.87688220555948,12.0
2024-07-14,2,29,73,24.88739623633634,21.0
2023-05-30,5,5,80,53.0,28.0
2024-03-07,6,49,62,67.0,24.0
2023-01-31,2,6,2,57.90457013646657,20.0
2024-12-13,8,31,99,99.79981455676807,24.0
2023-12-28,4,14,26,67.33024388235116,9.0
2023-01-24,1,32,16,29.581723357560133,23.0
2023-05-16,4,5,70,91.0,19.0
2023-09-20,2,4,81,49.0,16.0
2024-02-19,6,50,27,104.30877514502943,21.0
2023-03-28,7,13,48,30.0,17.0
2023-12-15,5,19,58,74.77158474767269,26.0
2024-08-22,1,20,36,92.10860354459132,26.0
2023-01-23,9,38,29,31.339543186260787,12.0
2023-10-16,7,38,24,58.0,20.0
2023-12-29,7,48,39,89.69935844116277,13.0
2023-10-24,1,28,76,68.0,17.0
2024-11-22,7,19,50,79.0,22.0
2023-12-12,5,1,99,89.51274088985825,28.0
2023-10-23,3,15,19,68.0,23.0
2024-11-20,10,40,84,70.0,23.0
2024-05-07,1,28,30,52.0,18.0
2024-06-22,9,25,78,113.68676925516276,21.0
2024-04-01,3,38,20,33.0,18.0
2023-02-06,4,26,65,84.77658468582683,21.0
2023-02-02,3,30,70,7.454988387050538,12.0
2023-01-03,9,15,53,53.129817032350175,19.0
2023-10-28,9,20,50,30.0,24.0
2024-09-12,4,30,64,1.0,20.0
2024-03-28,6,5,30,8.0,20.0
2023-02-22,7,5,75,96.26785656713118,22.0
2024-11-09,9,21,59,4.0,19.0
2024-12-08,10,22,53,43.95288244346692,23.0
2023-11-29,10,10,79,97.0,30.0
2024-08-27,4,42,97,119.86270545592336,12.0
2023-01-19,6,22,85,74.92812233905181,27.0
2024-08-31,2,42,15,65.50792633720435,19.0
2024-07-22,6,1,41,72.49082185551315,16.0
2023-12-15,5,29,52,78.18570812084852,21.0
2024-09-06,2,13,21,56.0,15.0
2024-11-02,5,36,83,41.0,22.0
2023-08-21,4,30,32,69.19525316966904,17.0
2023-10-07,5,24,39,99.0,12.0
2023-07-07,10,39,29,102.43765933695677,21.0
2024-06-14,10,37,60,26.770701869688786,17.0
2023-01-10,8,31,18,89.34584133976115,26.0
2024-08-21,3,10,72,61.982730824539246,32.0
2024-02-01,5,22,73,63.06940243807392,15.0
2023-08-21,2,33,17,15.55198869137189,15.0
2024-06-06,2,36,64,84.46007863126923,16.0
2024-08-02,1,28,4,87.75062618516752,25.0
2024-05-22,8,42,97,36.0,20.0
2024-10-14,4,44,91,47.0,22.0
2023-01-04,4,25,58,70.51348613895054,14.0
2024-09-08,8,43,51,59.0,21.0
2023-03-24,5,36,75,9.0,13.0
2023-12-18,1,33,34,79.81161255801102,21.0
2024-06-14,3,48,43,92.79096704046496,21.0
2023-04-15,8,9,18,97.0,17.0
2023-04-30,10,32,9,40.0,30.0
2024-09-12,4,29,19,4.0,19.0
2024-05-15,2,43,11,20.0,27.0
2024-04-12,9,8,99,16.0,17.0
2023-02-20,10,7,39,48.49087670015975,24.0
2023-09-27,4,32,98,89.0,17.0
2024-07-24,1,14,47,91.23888646605836,19.0
2024-02-19,5,42,62,88.78306379787023,14.0
2023-04-05,6,24,5,54.0,10.0
2024-02-13,3,39,85,1.210489556891207,20.0
2023-10-24,6,26,10,80.0,20.0
2024-11-14,3,23,64,20.0,26.0
2024-12-30,1,27,85,77.80070122241636,26.0
2023-02-13,9,17,3,55.5038409853927,18.0
2024-11-08,5,33,64,92.0,19.0
2023-08-02,2,46,16,62.24806471180253,27.0
2023-03-11,1,49,82,9.0,19.0
2024-05-04,2,32,7,2.0,22.0
2024-10-11,10,17,83,85.0,21.0
2024-03-19,1,7,20,17.0,9.0
2023-10-30,10,20,70,66.0,23.0
2024-08-13,7,18,82,26.156953699259887,18.0
2023-02-27,3,23,16,103.2230524039509,14.0
2023-05-03,5,3,58,79.0,21.0
2023-05-11,1,37,94,8.0,18.0
2024-02-13,10,47,96,14.595166360470591,21.0
2024-01-22,7,47,62,83.35096989263354,14.0
2024-09-13,8,34,88,47.0,10.0
2023-03-24,5,43,68,52.0,6.0
2023-06-20,10,27,18,103.08672804595423,20.0
2023-12-08,4,34,6,59.93242076130196,17.0
2023-01-14,8,30,76,67.32426446585421,21.0
2023-05-08,8,30,75,83.0,21.0
2024-12-17,5,4,40,33.07344281469239,18.0
2023-01-15,9,28,83,121.74639032744584,24.0
2023-10-20,4,46,58,94.0,15.0
2023-07-16,10,9,86,92.33985231383423,23.0
2023-05-03,10,11,40,63.0,19.0
2023-12-23,4,14,75,55.15210089524087,20.0
2024-07-30,1,41,51,111.14764688812609,17.0
2023-11-16,5,13,93,89.0,19.0
2024-10-15,9,9,78,51.0,23.0
2023-09-02,2,5,3,70.0,22.0
2024-04-07,7,18,58,7.0,20.0
2024-10-16,9,17,81,33.0,8.0
2024-12-14,8,20,35,72.07450649442963,20.0
2023-02-08,3,17,52,77.25518121960374,17.0
2024-11-19,2,4,93,91.0,26.0
2024-08-18,2,34,16,57.29463594599729,24.0
2023-08-23,9,17,29,71.5748792917887,20.0
2024-09-10,10,7,91,37.0,24.0
2023-10-26,3,39,50,43.0,20.0
2024-08-19,6,20,39,26.30996007000076,21.0
2024-03-20,4,38,17,65.0,13.0
2023-09-17,9,48,10,72.0,15.0
2023-06-04,4,1,81,53.88712921129194,17.0
2024-02-21,6,12,26,67.74493884389803,12.0
2024-05-11,2,49,8,84.0,18.0
2023-06-23,2,20,76,51.85742222198547,19.0
2023-01-28,4,22,48,50.146681182164286,21.0
2023-12-03,2,2,59,97.38536703871593,20.0
2024-03-21,8,48,39,87.0,24.0
2023-12-01,3,14,51,61.15615743635156,15.0
2024-03-05,8,48,34,58.0,15.0
2023-09-26,7,31,78,56.0,27.0
2024-10-31,9,23,83,5.0,14.0
2024-11-15,8,42,12,60.0,26.0
2024-04-02,4,40,13,84.0,29.0
2023-04-27,10,30,75,21.0,22.0
2023-02-20,5,33,2,24.625791263548845,20.0
2024-09-04,5,47,62,42.0,25.0
2024-05-22,5,16,12,77.0,19.0
2023-11-25,7,23,81,54.0,23.0
2024-09-14,8,43,52,45.0,18.0
2024-08-01,10,15,22,61.009325260215064,24.0
2024-10-23,8,18,7,4.0,36.0
2024-05-18,5,6,12,92.0,21.0
2023-05-17,8,4,60,83.0,10.0
2024-05-07,2,26,53,19.0,20.0
2024-12-19,10,21,15,57.22818409546657,29.0
2024-12-30,4,6,65,109.24063868508726,17.0
2024-09-26,9,37,94,74.0,21.0
2024-05-21,8,33,14,50.0,24.0
2023-10-17,4,41,36,53.0,13.0
2024-06-27,3,3,96,101.42789440776802,11.0
2023-02-15,4,4,13,29.815486034617425,26.0
2024-10-14,5,22,32,92.0,21.0
2024-02-20,6,21,8,41.21077448653512,25.0
2023-12-23,6,2,31,81.2462103169523,29.0
2023-04-23,7,25,26,62.0,16.0
2023-12-18,6,6,24,17.340930092309424,24.0
2024-03-03,3,4,95,99.0,26.0
2023-04-20,7,38,73,37.0,25.0
2023-04-06,8,36,81,92.0,20.0
2024-12-27,2,1,25,61.44055592922055,27.0
2023-02-28,10,47,15,41.96347757531074,26.0
2023-03-12,5,47,49,10.0,15.0
2023-11-01,8,34,11,35.0,21.0
2024-03-10,4,40,45,25.0,25.0
2023-01-07,3,9,11,23.28391787289437,18.0
2023-07-02,10,44,46,35.62795824068227,17.0
2024-03-16,1,41,10,43.0,31.0
2024-01-23,3,15,15,43.85084282439552,16.0
2024-06-29,6,36,18,113.33243392953507,21.0
2024-09-08,5,38,97,59.0,23.0
2024-02-12,2,7,5,17.347372763220644,18.0
2024-09-12,7,20,71,28.0,34.0
2024-08-09,4,15,76,115.12125462702983,27.0
2023-09-23,1,28,82,31.0,34.0
2024-04-10,10,39,47,48.0,24.0
2023-08-05,7,46,80,118.36988487790481,30.0
2023-04-26,7,11,55,80.0,21.0
2024-01-30,4,12,11,11.497794967692858,19.0
2023-11-11,9,7,14,33.0,24.0
2024-05-14,8,1,17,45.0,24.0
2023-09-23,1,14,70,69.0,25.0
2024-03-01,9,25,65,7.0,32.0
2023-05-28,1,30,65,54.0,23.0
2023-03-28,3,26,29,59.0,14.0
2024-01-21,10,26,87,48.27646922876556,17.0
2024-09-02,2,23,11,43.0,24.0
2023-05-08,9,17,2,48.0,20.0
2023-05-15,9,41,8,86.0,13.0
2023-06-27,1,3,32,37.74730332174084,24.0
2023-09-19,5,2,76,82.0,15.0
2023-10-23,6,10,15,52.0,18.0
2024-06-08,3,34,22,17.491745710015493,12.0
2023-10-04,2,5,36,62.0,21.0
2023-10-21,10,20,6,13.0,20.0
2023-03-24,1,28,90,68.0,18.0
2023-07-21,8,19,50,25.358193468709224,18.0
2023-04-30,9,12,61,7.0,17.0
2024-09-03,9,9,90,38.0,14.0
2024-08-02,1,30,17,102.80830253664729,23.0
2024-01-23,2,2,41,101.54244606853806,17.0
2023-05-24,7,16,95,79.0,32.0
2023-01-23,5,42,90,101.75973322859858,19.0
2024-07-02,5,43,48,64.49463016315907,30.0
2024-07-06,6,49,4,63.494829922697264,19.0
2023-11-16,4,42,75,66.0,28.0
2023-09-26,10,30,82,28.0,18.0
2023-10-21,1,28,55,34.0,20.0
2024-07-02,1,48,49,52.613668984811106,20.0
2023-03-06,1,31,3,50.0,26.0
2024-11-10,10,23,34,55.0,18.0
2024-12-28,2,40,26,3.543386168577445,19.0
2024-07-11,10,27,90,92.31002871492903,15.0
2024-09-23,3,13,1,54.0,26.0
2023-05-09,4,50,74,97.0,16.0
2024-05-16,8,32,71,74.0,19.0
2024-04-17,8,26,41,16.0,26.0
2023-01-29,10,1,85,34.536316029476176,23.0
2024-04-29,8,1,89,47.0,18.0
2024-08-25,2,1,61,122.78450330716562,17.0
2024-09-06,4,32,32,94.0,12.0
2023-03-19,7,36,71,81.0,25.0
2024-07-14,5,25,40,107.10820605092846,20.0
2023-06-20,2,7,73,31.04477662456553,22.0
2024-01-28,8,16,22,48.40739702742514,11.0
2024-05-07,3,23,3,3.0,21.0
2023-03-01,2,17,93,31.0,20.0
2023-02-08,3,23,6,110.8736511593165,12.0
2024-07-24,1,9,51,3.3330513452276067,22.0
2024-10-10,5,36,92,64.0,26.0
2023-02-18,9,34,28,49.72516132119021,22.0
2023-02-01,6,41,75,49.56978088857158,12.0
2024-06-14,10,36,90,88.43815063130324,19.0
2024-01-26,2,50,18,78.16776227068858,21.0
2024-08-05,4,37,71,115.18124190385258,24.0
2023-06-03,1,44,33,125.83107555596999,29.0
2024-09-29,9,2,30,19.0,25.0
2023-01-02,10,38,95,52.108361036879934,19.0
2023-08-09,10,23,2,34.22384837340917,18.0
2024-07-26,4,50,87,85.02631729000572,31.0
2023-12-19,4,41,27,78.25374927828265,29.0
2023-11-13,4,5,36,58.0,25.0
2024-05-25,1,13,58,60.0,23.0
2023-09-16,9,2,1,76.0,25.0
2023-12-15,8,26,91,46.27319713830191,19.0
2024-04-13,9,47,73,7.0,23.0
2024-09-19,6,39,5,58.0,20.0
2024-05-10,2,12,20,26.0,20.0
2024-03-07,4,1,23,79.0,14.0
2023-07-07,1,47,74,59.034436890053534,27.0
2024-05-30,8,43,55,7.0,24.0
2024-07-29,9,31,80,65.51578704612596,32.0
2023-02-08,9,18,49,8.736119013649413,28.0
2024-02-12,7,5,12,81.12494256584417,18.0
2023-05-20,8,31,86,93.0,16.0
2023-09-23,7,2,70,73.0,29.0
2024-03-05,6,5,11,49.0,10.0
2023-11-03,5,6,36,19.0,26.0
2024-01-30,4,15,58,93.84346123458876,15.0
2023-04-23,9,38,13,67.0,21.0
2023-11-25,2,11,88,74.0,32.0
2024-01-22,8,14,21,79.57984067994695,17.0
2023-03-24,10,26,64,22.0,24.0
2023-10-13,3,24,72,69.0,20.0
2024-02-12,5,19,8,43.373740820302245,15.0
2023-07-13,1,45,58,69.28764681649352,18.0
2024-10-18,2,33,66,40.0,15.0
2024-08-19,4,34,87,91.74758403287737,24.0
2024-06-17,5,47,52,58.97910469434046,15.0
2024-07-15,4,21,10,98.2380612279205,24.0
2023-07-12,3,46,63,48.889343619157714,18.0
2023-04-28,7,42,28,91.0,20.0
2023-07-02,4,11,57,18.173825425169753,19.0
2024-08-14,2,27,67,24.567573201332642,20.0
2023-07-28,4,6,96,42.68377141761185,27.0
2023-12-22,9,21,72,41.416413937096955,18.0
2023-04-03,7,30,87,88.0,11.0
2023-07-28,1,21,10,80.3358341608461,19.0
2024-04-10,2,10,35,51.0,22.0
2024-05-23,4,12,46,27.0,16.0
2024-11-11,10,10,28,71.0,25.0
2024-07-29,6,28,16,75.08226387997153,5.0
2024-08-17,4,17,8,112.58056601891839,20.0
2023-09-05,8,44,90,91.0,19.0
2023-12-18,7,29,77,14.528236923382922,13.0
2024-04-03,4,33,94,92.0,20.0
2024-10-19,8,7,27,35.0,18.0
2024-10-23,2,37,56,44.0,13.0
2024-02-17,5,29,13,52.021941312506364,20.0
2023-05-05,9,7,20,2.0,21.0
2024-04-10,6,5,16,54.0,22.0
2023-08-19,8,24,2,37.33073544432081,26.0
2023-09-17,1,47,47,58.0,13.0
2023-01-23,2,25,65,18.553126924679887,8.0
2024-11-09,9,32,25,16.0,17.0
2024-07-17,2,10,31,17.393921978052546,18.0
2024-10-08,3,36,91,27.0,13.0
2023-08-10,5,14,6,35.46161881240938,23.0
2023-12-12,9,20,51,30.166359717298075,17.0
2023-03-20,10,40,39,74.0,14.0
2024-06-21,1,48,36,67.31462849785761,12.0
2024-10-07,9,33,4,86.0,25.0
2024-03-02,5,11,10,78.0,21.0
2024-12-09,8,28,25,75.45374915195352,21.0
2024-08-16,2,34,61,69.48591929176729,24.0
2024-02-12,4,28,80,59.589132617460244,16.0
2023-05-10,2,19,54,41.0,20.0
2024-07-06,3,49,98,102.66029060761689,18.0
2023-08-02,2,19,47,12.265815950384038,27.0
2024-10-22,9,33,98,76.0,19.0
2023-09-06,3,43,47,54.0,23.0
2023-06-04,10,41,46,94.72851267468438,25.0
2024-04-09,9,8,84,65.0,17.0
2023-02-12,9,14,7,48.43856888499196,19.0
2024-08-26,3,40,57,97.7873593072827,16.0
2024-09-21,7,35,43,58.0,21.0
2023-01-04,4,35,32,45.97152565940101,23.0
2023-08-18,9,30,24,4.831564591963412,13.0
2024-10-06,1,2,48,21.0,20.0
2023-07-29,6,10,94,68.75668736282603,12.0
2024-01-15,8,9,43,2.412870278795774,25.0
2023-04-14,2,37,74,61.0,19.0
2024-03-06,3,36,6,68.0,15.0
2023-08-01,6,13,4,53.09731355598393,22.0
2023-11-03,2,49,44,11.0,21.0
2023-09-01,6,2,45,62.0,13.0
2023-10-31,7,19,17,3.0,14.0
2024-05-20,1,48,65,29.0,21.0
2024-11-20,3,37,63,88.0,7.0
2023-10-01,3,26,3,65.0,16.0
2023-12-10,6,23,46,96.7428754079154,18.0
2023-05-30,4,9,4,47.0,14.0
2024-01-03,9,11,36,48.35023650376369,17.0
2023-08-22,9,41,72,107.99690282377895,23.0
2023-01-23,9,19,61,117.05331427431933,24.0
2023-12-16,8,17,23,27.47164429052259,19.0
2023-08-10,8,1,79,46.70336777160987,19.0
2024-05-10,8,48,33,97.0,19.0
2023-01-01,2,6,58,29.9698147367306,25.0
2023-07-08,1,15,18,42.4489189088478,16.0
2024-02-14,1,6,73,14.41241050054802,22.0
2024-12-26,4,50,64,86.38263536957274,18.0
2023-09-12,4,39,12,96.0,19.0
2023-06-24,9,32,62,120.00940972815829,16.0
2024-07-03,4,35,70,33.105372328309585,23.0
2024-08-29,9,34,95,36.78493436708307,19.0
2024-02-19,2,22,22,81.19320409809536,12.0
2023-07-16,6,25,95,127.12728112256528,20.0
2023-09-18,5,5,72,14.0,20.0
2024-06-13,6,6,95,20.594896403428375,17.0
2023-01-31,5,48,93,71.987278420404,13.0
2024-02-17,4,6,12,11.127577734572284,21.0
2024-12-23,3,46,75,97.42945537172946,18.0
2023-11-28,2,3,61,53.0,20.0
2023-07-20,1,5,52,38.026991524672646,27.0
2023-09-06,2,14,24,15.0,19.0
2024-03-29,7,38,48,44.0,24.0
2024-05-13,9,40,24,65.0,21.0
2024-03-11,6,32,58,71.0,18.0
2023-03-17,4,41,52,10.0,22.0
2024-01-26,1,30,44,13.642183227027699,32.0
2024-04-22,5,48,25,38.0,23.0
2023-09-18,6,29,27,29.0,19.0
2024-11-28,6,50,5,69.0,21.0
2024-11-23,1,36,12,69.0,19.0
2024-05-12,9,25,5,100.0,22.0
2023-04-20,7,19,76,36.0,16.0
2023-11-22,6,11,38,46.0,15.0
2023-10-30,8,4,37,22.0,18.0
2023-06-13,3,24,68,71.68419132440545,21.0
2023-01-12,2,5,68,108.66109523353913,20.0
2024-06-29,6,48,55,72.59730391999769,21.0
2024-04-11,5,35,21,86.0,21.0
2024-03-26,5,9,63,76.0,17.0
2023-09-04,4,23,82,48.0,13.0
2023-07-31,2,2,35,29.725730439819607,17.0
2024-09-10,4,44,33,64.0,26.0
2023-08-02,2,48,74,52.41099380327348,31.0
2023-09-25,5,23,12,14.0,23.0
2023-10-04,3,16,43,8.0,20.0
2023-08-18,8,17,10,42.627985922423285,22.0
2024-07-17,4,40,51,67.63306136428422,22.0
2023-05-22,2,36,67,26.0,21.0
2023-10-11,3,24,65,56.0,22.0
2023-03-06,8,5,43,76.0,9.0
2024-04-11,9,16,95,20.0,21.0
2024-02-17,1,40,58,28.541957767815482,14.0
2023-01-21,2,9,93,26.869920280338473,22.0
2024-01-19,4,31,19,93.79386001827403,17.0
2023-01-19,3,1,48,112.05983123466676,18.0
2023-11-08,5,8,99,67.0,19.0
2024-01-01,2,35,92,102.1688063147891,28.0
2024-03-12,5,44,30,20.0,30.0
2023-03-18,5,20,71,99.0,19.0
2023-07-27,8,19,87,106.40306410444806,8.0
2023-02-04,9,17,77,44.287867683101034,23.0
2024-04-30,10,30,31,55.0,21.0
2024-05-27,5,27,3,48.0,26.0
2024-03-19,4,3,85,85.0,10.0
2023-03-18,7,13,80,54.0,12.0
2024-08-28,1,16,60,105.17581194866837,12.0
2023-12-08,9,12,61,43.66478076981241,14.0
2024-06-25,5,35,28,46.676633131943724,24.0
2023-12-09,4,31,23,35.582616683968794,17.0
2023-11-06,10,16,55,88.0,17.0
2023-11-11,7,7,90,86.0,23.0
2024-05-03,10,19,52,50.0,22.0
2023-06-13,5,19,47,96.60299658919232,15.0
2024-05-04,1,44,18,59.0,19.0
2024-05-15,7,45,8,74.0,21.0
2024-08-07,9,18,19,3.6074284132748593,20.0
2023-09-13,6,27,75,63.0,21.0
2023-06-28,4,26,62,44.376769863022055,14.0
2024-01-16,3,3,75,15.99716160887765,20.0
2023-06-24,2,21,38,110.90735994875497,11.0
2024-06-25,10,42,51,82.47971381271847,17.0
2024-04-02,5,6,67,42.0,20.0
2024-12-04,6,21,11,65.41517642591012,18.0
2024-12-17,9,20,67,20.87687736760502,24.0
2024-11-11,3,13,7,32.0,13.0
2023-12-21,7,9,32,6.249665846236464,26.0
2023-11-29,6,28,81,72.0,16.0
2023-10-27,2,30,92,99.0,12.0
2023-03-27,10,18,32,83.0,17.0
2024-09-14,4,21,20,50.0,21.0
2024-05-10,8,17,18,89.0,20.0
2024-11-29,8,24,1,63.0,24.0
2024-04-21,10,37,32,51.0,13.0
